"country_code","country_name","admin1_code","admin1_name","admin1_area","admin1_lat","admin1_lon"
"UG","Uganda","UG411","Ntungamo",0.165934693263964,-0.93860549,30.27462358
"UG","Uganda","UG412","Rukungiri",0.123664879123174,-0.70234634,29.88837302
"UG","Uganda","UG413","Kamwenge",0.195637485867523,0.22827504,30.49315837
"UG","Uganda","UG414","Kanungu",0.108186572016858,-0.80766512,29.72552664
"UG","Uganda","UG415","Kyenjojo",0.190993923139776,0.65938781,30.6620798
"UG","Uganda","UG416","Buliisa",0.165729442416177,1.96451086,31.39183861
"UG","Uganda","UG417","Ibanda",0.0784387515221482,-0.07644975,30.48881812
"UG","Uganda","UG418","Isingiro",0.21519000806915,-0.85042908,30.87702053
"UG","Uganda","UG419","Kiruhura",0.373895395434481,-0.21469005,30.87267367
"UG","Uganda","UG420","Buhweju",0.0608216882226618,-0.32828016,30.33753479
"UG","Uganda","UG421","Kiryandongo",0.294567369350388,2.0257898,32.04089968
"UG","Uganda","UG422","Kyegegwa",0.141940667019177,0.45356644,31.00136012
"UG","Uganda","UG423","Mitooma",0.055257938825484,-0.57998846,30.01280338
"UG","Uganda","UG424","Ntoroko",0.113681170491004,1.0139158,30.36284741
"UG","Uganda","UG425","Rubirizi",0.11141417206222,-0.24992248,29.99086157
"UG","Uganda","UG426","Sheema",0.0568032181402861,-0.60095862,30.32596028
"UG","Uganda","UG427","Kagadi",0.126305750153636,1.01779286,30.81001212
"UG","Uganda","UG428","Kakumiro",0.135647113808913,0.98751294,31.2977318
"UG","Uganda","UG429","Rubanda",0.0557561903346447,-1.16859685,29.86615014
"UG","Uganda","UG430","Bunyangabu",0.0404482182692764,0.49763125,30.17198124
"UG","Uganda","UG431","Rukiga",0.0348089389433438,-1.14716752,30.09048485
"UG","Uganda","UG432","Hoima",0.458234213536565,1.43962648,31.07324834
"YE","Yemen","YE12","Abyan",1.37460846846769,13.70964703,46.16365585
"YE","Yemen","YE24","Aden",0.0624296768129704,12.82768224,44.78892754
"YE","Yemen","YE14","Al Bayda",0.777631845875855,14.31609966,45.34696286
"YE","Yemen","YE30","Al Dhale'e",0.334479335509287,13.89874622,44.7586266
"YE","Yemen","YE18","Al Hudaydah",1.1123311757476,14.83097574,43.16674859
"YE","Yemen","YE16","Al Jawf",3.34768185697688,16.62153972,45.5995283
"YE","Yemen","YE28","Al Maharah",5.63742770233328,16.7345021,51.59099503
"YE","Yemen","YE27","Al Mahwit",0.195982159940609,15.37430276,43.54228414
"YE","Yemen","YE13","Amanat Al Asimah",0.0328617222644999,15.46264905,44.23777533
"YE","Yemen","YE29","Amran",0.667737633636159,16.17315389,43.90773585
"YE","Yemen","YE20","Dhamar",0.636705076539576,14.59862078,44.20069589
"YE","Yemen","YE19","Hadramaut",13.7901578876299,16.66880453,49.15481412
"YE","Yemen","YE17","Hajjah",0.701529724957415,16.09158129,43.2621757
"YE","Yemen","YE11","Ibb",0.44747111874019,14.0758017,44.16673362
"YE","Yemen","YE25","Lahj",1.05527991226747,13.17948498,44.55222558
"YE","Yemen","YE26","Marib",1.47345033514426,15.49322152,45.51577794
"YE","Yemen","YE31","Raymah",0.158962658260751,14.66037211,43.67055663
"YE","Yemen","YE22","Sa'ada",1.04992195222273,17.09109741,43.90999927
"YE","Yemen","YE23","Sana'a",1.03548009732794,15.33486773,44.34128368
"YE","Yemen","YE21","Shabwah",3.27193546592703,14.77072435,46.8901752
"YE","Yemen","YE32","Socotra",0.316299177846376,12.49326098,53.7998403
"YE","Yemen","YE15","Taizz",0.835539869328324,13.41802776,43.77720536
