"country_code","country_name","admin1_code","admin1_name","admin1_area","admin1_lat","admin1_lon"
"UG","Uganda","UG222","Kaliro",0.0706787216895613,1.07043221,33.48260018
"UG","Uganda","UG223","Manafwa",0.017154717750997,0.88631725,34.26824259
"UG","Uganda","UG224","Namutumba",0.0661658614912221,0.87151408,33.6809082
"UG","Uganda","UG225","Bulambuli",0.0564286747306586,1.36700118,34.35908908
"UG","Uganda","UG226","Buyende",0.152839925764255,1.26441733,33.14091676
"UG","Uganda","UG227","Kibuku",0.0398334678344353,1.0566309,33.80055662
"UG","Uganda","UG228","Kween",0.066345385261978,1.43460962,34.56748574
"UG","Uganda","UG229","Luuka",0.0527809444203883,0.80676033,33.33774082
"UG","Uganda","UG230","Namayingo",0.379193368166608,-0.31480532,33.80379575
"UG","Uganda","UG231","Ngora",0.058635978993246,1.49919536,33.75367035
"UG","Uganda","UG232","Serere",0.159735765362121,1.49119932,33.37203125
"UG","Uganda","UG233","Butebo",0.0262410910667161,1.19916762,33.93772405
"UG","Uganda","UG234","Namisindwa",0.0262434587399931,0.87395473,34.36556258
"UG","Uganda","UG301","Adjumani",0.253316819152472,3.22641272,31.76890256
"UG","Uganda","UG302","Apac",0.26249560690268,1.89031977,32.56213137
"UG","Uganda","UG303","Arua",0.353452854390459,2.95673136,31.13589823
"UG","Uganda","UG304","Gulu",0.15755309462045,2.98688151,32.39169579
"UG","Uganda","UG305","Kitgum",0.338045380651073,3.40166733,33.25757143
"UG","Uganda","UG306","Kotido",0.29540468047176,3.02712188,33.98730408
"UG","Uganda","UG307","Lira",0.109030100571278,2.30539224,32.96115983
"UG","Uganda","UG308","Moroto",0.288408982159278,2.65144204,34.63082443
"UG","Uganda","UG309","Moyo",0.139429379448928,3.54018235,31.68807828
"UG","Uganda","UG310","Nebbi",0.0813027187674781,2.43331391,31.17928289
"UG","Uganda","UG311","Nakapiripirit",0.339977816010528,1.88850608,34.56214066
"UG","Uganda","UG312","Pader",0.267823807363037,2.93235295,32.86631448
"UG","Uganda","UG313","Yumbe",0.203147363675604,3.52079849,31.30262825
"UG","Uganda","UG314","Abim",0.223852198729774,2.7059684,33.75232842
"UG","Uganda","UG315","Amolatar",0.142736464713532,1.62221992,32.7384915
"UG","Uganda","UG316","Amuru",0.287762009319154,3.04987847,31.96769159
"UG","Uganda","UG317","Dokolo",0.0886092213870973,1.94027195,33.07364664
"UG","Uganda","UG318","Kaabong",0.593215587505092,3.61081536,34.02700657
"UG","Uganda","UG319","Koboko",0.0619781547061098,3.52794692,31.00681815
"UG","Uganda","UG320","Maracha",0.0361189172760897,3.23929923,30.92581723
"UG","Uganda","UG321","Oyam",0.182999730705017,2.37524085,32.4834828
"UG","Uganda","UG322","Agago",0.286893919717509,2.91350547,33.34499442
"UG","Uganda","UG323","Alebtong",0.126509693637147,2.26925965,33.25425645
"UG","Uganda","UG324","Amudat",0.135368178011138,1.80727393,34.87820083
"UG","Uganda","UG325","Kole",0.0862656863212003,2.29588371,32.76403328
"UG","Uganda","UG326","Lamwo",0.443360703824636,3.55361446,32.72321311
"UG","Uganda","UG327","Napak",0.363928251580964,2.39524333,34.26291395
"UG","Uganda","UG328","Nwoya",0.383104764522432,2.53072615,31.83507479
"UG","Uganda","UG329","Otuke",0.134144016068409,2.47784945,33.38175131
"UG","Uganda","UG330","Zombo",0.0730110489285097,2.52182166,30.89564248
"UG","Uganda","UG331","Omoro",0.127387599335712,2.66948373,32.46499701
"UG","Uganda","UG332","Pakwach",0.0832918053870689,2.49570766,31.3706453
"UG","Uganda","UG401","Bundibugyo",0.0691994148446376,0.69835944,30.05559558
"UG","Uganda","UG402","Bushenyi",0.0654016011646705,-0.48778586,30.15882089
"UG","Uganda","UG404","Kabale",0.0501368819889677,-1.32772074,30.01817047
"UG","Uganda","UG405","Kabarole",0.10686142400555,0.63894281,30.33364223
"UG","Uganda","UG406","Kasese",0.275218515855334,0.1204434,30.00120615
"UG","Uganda","UG407","Kibaale",0.0943125516912966,0.80505361,31.06731156
"UG","Uganda","UG408","Kisoro",0.0596457137923648,-1.21530433,29.68035725
"UG","Uganda","UG409","Masindi",0.318793865980035,1.7460023,31.71220257
"UG","Uganda","UG410","Mbarara",0.145861253831543,-0.56809435,30.56955701
