,Data Variable,ADMIN_0_NAMES,ADMIN_0_PCODE,ADMIN_1_NAMES,ADMIN_1_PCODE,ISO3,ISO2,Longitude,Latitude,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
4203,Climate_mintmp,Ethiopia,ET,Gambela,ET12,ETH,ET,34.3367694932,7.6838248168,25.822894341703694,26.4282838676286,25.4778987804184,26.2000003638474,25.831431567236915,25.92540792451381,25.62309826672933,26.10631838224928,26.14300325599261,25.85326132739792,25.68546238152869,25.00541241574971,25.56933932330289,25.76641814259508,26.162296772003096,26.02189800488768,26.113723300073385,25.314425420933794,25.44155366610781,25.60292161677187
4204,Climate_mintmp,Ethiopia,ET,Oromia,ET04,ETH,ET,38.7651240235,7.50805540143,18.96487014952967,19.26659956678818,18.71137871285684,19.245221652123,18.73353407546646,18.860544450525246,18.70372053992771,18.80795908778111,19.376616485361065,19.261801172079657,19.09649360418776,18.826646912698237,18.65007013264257,19.149288150299963,19.29184994676383,19.3366356966574,19.006952824399814,18.84032746928767,19.125810606821545,18.948231788810727
4205,Climate_mintmp,Ethiopia,ET,SNNP,ET07,ETH,ET,36.8063606014,6.46546929081,20.684441375204223,21.173055544432653,20.399321344205543,20.967583465991087,20.455775577684943,20.74845124328433,20.53055158314066,20.585885214151656,21.10147045772785,20.877815501787943,20.571862161159466,20.23399306726853,20.38277339576915,20.77689266802133,21.058109398003825,20.99373713563258,20.56646258682636,20.50329689964458,20.71064790919858,20.667662505359036
4206,Climate_mintmp,Ethiopia,ET,Somali,ET05,ETH,ET,43.3299722859,6.9257484817,24.22704284874061,24.35724091269848,24.043434584283776,24.532079667448777,23.69581556714521,24.137879767230707,23.78676879306309,23.98747087218292,24.47250127372028,24.52050427899106,24.32842634331742,24.251270315769325,23.886571142249696,24.457956535952256,24.195327155245995,24.385335284508347,23.958383651916783,23.8842674664522,24.15137937375737,24.339283877873328
4207,Climate_mintmp,Ethiopia,ET,Tigray,ET01,ETH,ET,38.4386750356,13.7771162088,20.048288492133896,19.51774169267361,20.21897605143786,20.27060820798204,19.94925718651707,19.115141201424223,19.261558067773286,20.571125668325223,20.821231787877963,21.116096458111077,20.04195899340755,20.40687402519702,19.746112601266017,20.34766489938058,19.93850891833091,20.72055513489269,21.18657149225788,19.82668573094526,20.799522649457227,18.71015166831369
4208,Climate_mintmp,Kenya,KE,Mombasa,KEN01,KEN,KE,39.6506522676,-4.0211844123,23.99444558885364,24.49444558885364,23.89444520738391,23.941667609744613,23.74166684680516,23.89444520738391,23.99444558885364,23.89444520738391,24.39444520738391,24.294444825914184,24.45555628670587,23.99444558885364,24.09444406297473,24.59444406297473,24.99444558885364,24.694444444444457,24.694444444444457,24.227777904934367,25.24166684680516,24.941667609744613
4209,Climate_mintmp,Kenya,KE,Kwale,KEN02,KEN,KE,39.1526006461,-4.14152690009,23.263946217654457,23.77716408457078,23.163199612703306,23.17572800336425,23.07384751082732,23.164305057475207,23.25297678805446,23.16422002475912,23.662887826438077,23.56200876005296,23.76465445887569,23.263199805132157,23.38199195335605,23.86187662090758,24.206973223819613,23.96154628138787,23.96752702982611,23.445956652757392,24.475066737883616,24.1744052469956
4210,Climate_mintmp,Kenya,KE,Kilifi,KEN03,KEN,KE,39.6866752645,-3.17533827661,24.162407221054227,24.650338209497537,24.062406839584504,24.32013699309581,24.031573441521896,24.07407355075597,24.116372562687992,24.100567904697087,24.589993151714083,24.38508665246527,24.74063981881089,24.162407221054227,24.26240692248292,24.759633923399058,25.124504777617855,24.89142988221401,24.86240696824832,24.46804644417491,25.53464815822143,25.256113905057163
4211,Climate_mintmp,Kenya,KE,Tana River,KEN04,KEN,KE,39.4178653105,-1.52636321523,25.141812364346958,25.558896511122235,25.025181760974988,25.44542506473519,25.04520725494033,25.083152091581084,24.982062521583405,25.167175525327337,25.629611961029568,25.272640197105684,25.720389013629795,25.13496794316247,25.218900188814523,25.72205930805417,25.869880753145267,25.896877723754823,25.779630056740004,25.43246192454255,26.61018563771303,26.241739761335943
4212,Climate_mintmp,Kenya,KE,Lamu,KEN05,KEN,KE,40.7580928486,-2.04751505047,25.522222799955365,25.89504883024428,25.42222284694801,25.593599441546743,25.36594257953663,25.42222284694801,25.43490405474308,25.51099087305116,26.018358050913054,25.719807129551253,25.87355117982136,25.522222799955365,25.62222223926858,26.119806803366988,26.32826143531984,26.322222534585123,26.222222597702693,25.574758785358373,26.88792333971476,26.52113542003908
4213,Climate_mintmp,Kenya,KE,Taita Taveta,KEN06,KEN,KE,38.4186020002,-3.43473399706,21.372750329971375,21.891083710193698,21.27620888710029,21.363791946967517,21.22716728766766,21.348958573341434,21.277417227824596,21.34662523229924,21.826667081515065,21.61554177880294,21.92658363501237,21.37254199584332,21.53133382916457,21.972542119820982,22.310167020162016,22.07250028769182,22.07245862086621,21.56195854385701,22.651125551859607,22.35633368810025
4214,Climate_mintmp,Kenya,KE,Garissa,KEN07,KEN,KE,40.1992191088,-0.488821087141,26.161035224824623,26.467682231698237,26.009168546810297,26.24086477620663,26.095481823219853,26.14459789384794,25.97141485207989,26.21401474252588,26.65324213712452,26.166781705582785,26.381631033047405,26.16121534779717,26.241012093282333,26.589915313358475,26.60325860852265,26.9033074966036,26.753078303309,26.178766019217868,27.43647707281507,27.06895920210753
4215,Climate_mintmp,Kenya,KE,Wajir,KEN08,KEN,KE,40.0349856404,1.80813762255,25.91800790084036,26.248120774481823,25.821579291408224,26.02174220407816,25.92600285188297,26.00323359147648,25.63208042852263,25.97794538368856,26.326278488379074,25.698296106668344,26.181604398043834,25.82297020508233,25.93562710936505,26.267506563812866,26.05815828438092,26.604699577962545,26.46550167987221,25.860526712317217,26.844661960745217,26.481729640339253
4216,Climate_mintmp,Kenya,KE,Mandera,KEN09,KEN,KE,40.7388101675,3.43646949051,25.10387828562523,25.577090572865004,25.0464249737848,25.30409853581683,25.165154354275952,25.159158795842544,24.783223869252428,25.150082853629943,25.463641666605437,24.813311967650428,25.58894422476576,24.98814671057945,25.05902120330025,25.60195323211791,25.249532957150503,25.708718822865368,25.65555592181269,25.07354278900184,25.80701361657242,25.43036326638153
4217,Climate_mintmp,Kenya,KE,Marsabit,KEN10,KEN,KE,37.5695361045,2.97865878698,25.26891907047108,25.5403746917011,25.34453655476352,25.56470014495296,25.20845719844565,25.24108744664409,24.99528736671262,25.29732083005623,25.552765465471392,25.374886303063963,25.713787970004606,24.99402331925306,25.149762776359204,25.776444757723237,25.497700777311167,25.745705483123743,25.613797355269057,25.08000794203729,25.90286046151014,25.4658593580506
4218,Climate_mintmp,Kenya,KE,Isiolo,KEN11,KEN,KE,38.5421531205,1.01044307448,25.214542277864577,25.518212272105146,25.108085338116783,25.23507216171454,25.13581701567109,25.2324783807296,24.93901793530449,25.233858050626417,25.528118265122544,25.008802560781053,25.36583913556792,25.02364804255256,25.18719685525035,25.499145019922864,25.328063364850017,25.80772684530974,25.613328073724787,25.089431812168524,26.050827857937552,25.787279816389656
4219,Climate_mintmp,Kenya,KE,Meru,KEN12,KEN,KE,37.7640370504,0.166779237598,20.15760449568449,20.35406293074309,20.154167383909414,20.0967714836202,19.952395984530643,20.094375690818023,19.77052099704762,20.1419795880717,20.44416693846404,19.949583471814982,20.286042114099057,19.941979278127544,20.070521433154934,20.42656271457691,20.233229489127982,20.654375316699536,20.501771322886334,19.992916984359614,20.92052096525847,20.812500472863707
4220,Climate_mintmp,Kenya,KE,Tharaka-Nithi,KEN13,KEN,KE,37.8702972894,-0.207061222326,21.105377063956503,21.3225807220707,21.08064605856473,21.115592405360424,20.904301399825915,21.004301760786507,20.724193352525145,21.10618353146398,21.42768857812388,20.93763483980669,21.270161531304986,20.90618312743421,21.02607603739686,21.433871402535576,21.300537583648705,21.62768897702636,21.436559579705868,20.977151124708303,21.957796117311062,21.81827957399448
4221,Climate_mintmp,Kenya,KE,Embu,KEN14,KEN,KE,37.626501324,-0.603974375856,20.19607902040677,20.38308849054233,20.201471197838963,20.30833391114785,19.98088287372224,20.07524527755447,19.78308855786052,20.20392218758087,20.546323598599987,20.11372581650237,20.48774499519207,20.003922177296147,20.10392185753476,20.640931802637525,20.51617642477456,20.746324310115828,20.55392166679989,20.116912103166857,21.238970901451943,21.01397053400684
4222,Climate_mintmp,Kenya,KE,Kitui,KEN15,KEN,KE,38.4069210154,-1.49103853607,22.89993009272593,23.280922791038183,22.839513319262025,23.186587401543733,22.76853953988372,22.824181113350328,22.67867524614948,22.936727985907204,23.370482507269998,22.982444248395986,23.455712144294548,22.857092967640664,22.957233508428004,23.454448014162967,23.583146511838745,23.58993511789308,23.472636158546777,23.124859785319337,24.271348647857053,23.960932027981144
4223,Climate_mintmp,Kenya,KE,Machakos,KEN16,KEN,KE,37.412676032,-1.27951230859,18.683333729838548,18.94177945884507,18.704279753539023,18.938626345213557,18.489752604080834,18.563288783168023,18.34110373312297,18.729505199569925,19.05991038975424,18.740541279853016,19.13659944190644,18.55867178375665,18.65225265477163,19.166554508982564,19.215991636654365,19.266329541936734,19.141103963594265,18.73141962343517,19.98750036256816,19.641103963594265
4224,Climate_mintmp,Kenya,KE,Makueni,KEN17,KEN,KE,37.7882455699,-2.15768409998,20.1261527470664,20.551684989996925,20.096188656827326,20.430940169814725,20.02553240796362,20.07358223664854,19.95097569878229,20.1742912319536,20.62216338029153,20.29078047833553,20.72907821675573,20.12872368900497,20.24973425966637,20.722518026406128,20.91383057959545,20.82890118774802,20.751329993525385,20.37899001439422,21.60531934440569,21.246188211102947
4225,Climate_mintmp,Kenya,KE,Nyandarua,KEN18,KEN,KE,36.4828691611,-0.322077812973,14.120721138275387,14.232882907798665,14.21824324023612,14.130630862605424,13.890991406397738,14.016892160381248,13.6301804319158,14.080180473155764,14.343919146168304,13.955856243769292,14.17905412923104,13.829729911443309,13.992567743266989,14.320044942804248,14.19189235970777,14.421171209833611,14.415766039410116,13.7423424183785,14.68986500705682,14.741441522632597
4226,Climate_mintmp,Kenya,KE,Nyeri,KEN19,KEN,KE,36.9564781328,-0.342923597203,13.038333576917667,13.172916688521724,13.12291700442634,13.025208506981553,12.794791905085264,12.9345837612947,12.57833371758463,12.998750140269618,13.297916956742622,12.89312528570495,13.10979190270108,12.79520857334139,12.904791980981846,13.307083457708378,13.176041887203873,13.459791626532894,13.370625255505264,12.69416683316233,13.919374992450102,13.688750201463725
4227,Climate_mintmp,Kenya,KE,Kirinyaga,KEN20,KEN,KE,37.3198681063,-0.524746289699,16.99754972083914,17.146078217263497,17.03382435499471,17.055882337046782,16.747549173878866,16.848039678498992,16.54656929128329,16.997059527565632,17.30098068012929,16.888726108214613,17.17303932881841,16.797059166665353,16.897549671285475,17.369118180929632,17.254902077656343,17.500981106477806,17.3343141406192,16.783823747261085,18.040686191297223,17.755882468878237
4228,Climate_mintmp,Kenya,KE,Murang'a,KEN21,KEN,KE,37.0327225222,-0.809590538046,16.058621088663905,16.183908204922904,16.147126773308226,16.17356338720229,15.824425582228208,15.907184513136055,15.583908514044923,16.05948316091796,16.359483187226218,15.978736170407174,16.33419544395376,15.859483187226218,15.95948322340007,16.495689863446284,16.39224159854599,16.55890844608193,16.383908222461745,15.89224159854599,17.23304597810784,16.872988651538893
4229,Climate_mintmp,Kenya,KE,Kiambu,KEN22,KEN,KE,36.823564258,-1.06870606577,15.727298796861998,15.84913832017743,15.806896461837573,15.84913832017743,15.49281653042495,15.562931745901857,15.248850923845117,15.693678620217838,15.985632600455428,15.648851202822256,16.089368217292847,15.527299426067811,15.585632570858644,16.162931376490075,16.07011527028575,16.227298796861998,16.04885082135253,15.62069017585664,16.888218594693573,16.54885082135253
4230,Climate_mintmp,Kenya,KE,Turkana,KEN23,KEN,KE,35.4357584575,3.42484919058,26.69373294604387,26.80507362425276,26.896683112320527,27.00460327602071,26.53301240699464,26.59594857003081,26.420340076294192,26.776584418789884,27.003398049961472,27.005464027954783,26.82172911554661,26.277674713082263,26.47782412748804,26.976343273350285,26.86231672862348,26.993469239157022,26.82032873676503,26.32774363974022,27.00963081407157,26.704236038679188
4231,Climate_mintmp,Kenya,KE,West Pokot,KEN24,KEN,KE,35.2438468134,1.7401061705,21.754906599395504,21.85280416910536,21.93037449013792,22.082788439183357,21.64781987704234,21.652804319732414,21.448131035421632,21.848053372166376,21.990576680204345,22.014641727614013,21.8958725335072,21.384501574566936,21.58458008127434,22.04719704779524,21.87889461131125,22.028115695882207,21.95623079935723,21.37570143191628,21.84034311140081,22.01246147066647
4232,Climate_mintmp,Kenya,KE,Samburu,KEN25,KEN,KE,37.1183940697,1.31685462539,21.835155665311454,22.060020606366606,21.95452162514818,21.934649430466763,21.695715654234217,21.817645737355896,21.541970604987966,21.835155670781244,22.0922403760285,21.77827293477081,22.062719565171506,21.53262523600933,21.765351340838325,22.202530601568437,21.95664665444825,22.32149189976067,22.12044560732312,21.673313317511287,22.45097881837095,22.26818549456066
4233,Climate_mintmp,Kenya,KE,Trans Nzoia,KEN26,KEN,KE,34.957419969,1.05095480904,17.496429080054845,17.62619147981913,17.535119703837772,17.816666534968753,17.454762265795722,17.42619076229274,17.18869059426441,17.538691146033123,17.75714306604291,17.747024150121746,17.522619667507318,17.225000086284787,17.394643022900507,17.623810518355565,17.55714359737575,17.725000086284787,17.75535734494524,17.035119703837772,17.411904982158095,17.92619076229274
4234,Climate_mintmp,Kenya,KE,Uasin Gishu,KEN27,KEN,KE,35.3220116641,0.526085894245,17.238690754724026,17.30476243533796,17.365278486221648,17.440079636044068,17.08254036827703,17.141865230742056,16.799405200140917,17.26627022501032,17.40039696769119,17.280357508432395,17.293254651720652,16.87500004541316,17.096826084076515,17.37222295715705,17.1587308399262,17.497222643050037,17.44702404642872,16.82301642781222,17.230555765212625,17.69365114257459
4235,Climate_mintmp,Kenya,KE,Elgeyo-Marakwet,KEN28,KEN,KE,35.5365631442,0.802218807536,19.085879862308683,19.175926502104332,19.13726894060788,19.30648195081305,18.92847266462132,18.986111572495396,18.685416802212224,19.0983799099924,19.26087992279636,19.13842588221603,18.98935231456068,18.697453754919724,18.960648706665925,19.18726913134275,19.071759632340363,19.350231629831004,19.28680566505168,18.62638926947577,19.064814960515235,19.51203759732088
4236,Climate_mintmp,Kenya,KE,Nandi,KEN29,KEN,KE,35.1104876694,0.186688886165,17.827206001562086,17.87720619229695,18.064461478999863,18.07818665457692,17.66911835763954,17.745342944182454,17.388235646135524,17.793627442097996,17.989951474993692,17.862745352819708,18.03774581235983,17.477206328335786,17.6654417351179,18.064461478999867,17.6808829704919,18.148039948706383,18.06348116725084,17.478186761631537,17.651470577015466,18.306862786704272
4237,Climate_mintmp,Kenya,KE,Baringo,KEN30,KEN,KE,35.9464653513,0.669251971739,20.340779030909356,20.4565575943619,20.44050584464782,20.508811881633456,20.127732562237146,20.24364803788445,19.924112104978768,20.301161393441834,20.512363759546385,20.31222697815613,20.236817307811016,19.917076783102114,20.225751822112088,20.459631409150056,20.34180361455912,20.639959193318315,20.546789878053147,19.960519118387243,20.407445336951643,20.790847397892907
4238,Climate_mintmp,Kenya,KE,Laikipia,KEN31,KEN,KE,36.7717278533,0.323604125327,16.638304814260625,16.82244159324826,16.70182811237917,16.670248748963356,16.294883189842732,16.561988941410153,16.268567242120458,16.54356781014227,16.87704706052592,16.504240213778996,16.41147684005271,16.16454693727328,16.54890409617398,16.65153538413914,16.623099856209354,17.011476850649093,16.827924341486227,16.276096287526606,17.026023555220245,17.196345625565083
4239,Climate_mintmp,Kenya,KE,Nakuru,KEN32,KEN,KE,36.0784790984,-0.463675444574,14.516111338580094,14.622407736601646,14.70074090074609,14.57388918841326,14.288148572709815,14.382407467453564,14.000926171408755,14.481481806437166,14.719074247501508,14.370370539912468,14.704444675092336,14.221111290543163,14.37907412846883,14.787963044201875,14.582778077655364,14.84981511080706,14.785370786101728,14.197222308759333,14.964259481430055,15.143703925168069
4240,Climate_mintmp,Kenya,KE,Narok,KEN33,KEN,KE,35.5763292132,-1.25479034238,16.405288852560204,16.53149071985329,16.580529161370706,16.494792243226968,16.19439128346931,16.222956887804536,15.877364131502606,16.34138653637506,16.55969575735238,16.258974578518124,16.737179664083,16.134335279464707,16.221634790301312,16.756891143627648,16.578045041133187,16.826642982470673,16.658734355981526,16.36189948060572,16.923718319489403,17.121194205222974
4241,Climate_mintmp,Kenya,KE,Kajiado,KEN34,KEN,KE,36.9088421987,-2.12138359231,19.0674481866881,19.459017391006128,19.0930669646089,19.38584015766777,18.97545590034373,18.95830121667432,18.76845750398932,19.106836485676443,19.476237377772705,19.183887039932088,19.60068411597359,19.00019573109843,19.100911788331945,19.600456248037496,19.71516972376652,19.68753277851887,19.600651370671866,19.32480511317648,20.289323259455443,20.087012188819525
4242,Climate_mintmp,Kenya,KE,Kericho,KEN35,KEN,KE,35.3140700157,-0.295732908629,16.932471623365778,16.969540730289904,17.24367819709326,17.04597775963518,16.680747941992617,16.77844804730896,16.42902333434958,16.820976945175396,17.06896591734599,16.778160689890942,17.165518009799527,16.56896591734599,16.751724086958657,17.213505668201535,16.80316095516587,17.245689688057602,17.157471991133285,16.65000059960889,16.74597751683191,17.45057514070082
4243,Climate_mintmp,Kenya,KE,Bomet,KEN36,KEN,KE,35.2985975861,-0.726294586806,16.369828202258464,16.457759358416915,16.7224140222044,16.44856413479497,16.147701419632895,16.23649445621435,15.853161472013516,16.334483239842445,16.53649409886053,16.178160900357007,16.705172807320672,16.057758547793746,16.172701213551548,16.72988531507283,16.36695441432372,16.74942561949795,16.578160924472915,16.17270141086347,16.427586788418548,16.958046715834932
4244,Climate_mintmp,Kenya,KE,Kakamega,KEN37,KEN,KE,34.7445111501,0.403683464512,19.70490204119205,19.823039746751867,19.95490263957592,20.05931367126155,19.62303910535914,19.65784333733941,19.38137328390971,19.65343125661204,19.98039311053695,19.863726157767992,19.90980477426556,19.438726284924567,19.580392183041937,19.92794205160692,19.630392074584854,20.02500028236229,19.989706824807453,19.385785028046143,19.42990244136128,20.15882373323617
4245,Climate_mintmp,Kenya,KE,Vihiga,KEN38,KEN,KE,34.7223230333,0.076265791418,20.82000023523957,20.91666727066031,21.19500099817902,21.186666456858223,20.71666657129914,20.79000012079865,20.47833417256664,20.723333199818835,21.078334045410063,20.89000050226838,21.07333402633658,20.51666714350373,20.708333206176665,21.15166749954214,20.708333206176665,21.21666657129914,21.116667366027738,20.586667251586817,20.448333994547443,21.24999996821077
4246,Climate_mintmp,Kenya,KE,Bungoma,KEN39,KEN,KE,34.640460874,0.749285236039,19.125000110780235,19.287626993776453,19.248485112430952,19.46742423375436,19.099494977430748,19.064646629371914,18.82777837791816,19.128030425370227,19.426516060877205,19.40050592807796,19.28585912723722,18.894697757682295,18.999747406352537,19.267172370294013,19.117424338754866,19.36717253501958,19.40984933063226,18.728535859271616,18.912121161065816,19.58459620042269
4247,Climate_mintmp,Kenya,KE,Busia,KEN40,KEN,KE,34.1936314805,0.387443668975,21.69880987349004,21.80634996626105,22.03809511850743,21.96150869793356,21.623015933566556,21.51825445417367,21.392063769083105,21.632142952510225,22.008730880797778,21.916270210629342,21.81547649322988,21.466270401364213,21.489682916610896,21.77500051165377,21.599603145841503,21.86825451775196,21.97301633017397,21.43888970783772,21.08571488516665,22.02301637710081
4248,Climate_mintmp,Kenya,KE,Siaya,KEN41,KEN,KE,34.247641707,-0.06212990652,21.866270140996026,21.961111772628023,22.3632941359565,22.227381236969443,21.766865045305245,21.800397362027816,21.50099274090355,21.76170626897657,22.11269942540968,21.998214910900742,21.974603857312857,21.59285807987997,21.66567465237205,22.15515903821064,21.70297588620864,22.19623030556569,22.16071450521072,21.711111496365227,21.257143213635374,22.17519847173536
4249,Climate_mintmp,Kenya,KE,Kisumu,KEN42,KEN,KE,34.8352034714,-0.169458700969,20.30883887079016,20.377020949064967,20.72777833842256,20.575000206629323,20.15505101464,20.20732333202543,19.884091683108284,20.197474809607968,20.486868940218415,20.28535393271772,20.50353567046337,19.977020417800944,20.164141589944904,20.65656594555776,20.16691933015369,20.67676785497943,20.57702060179265,20.119950010318835,19.884596535653674,20.68787881340633
4250,Climate_mintmp,Kenya,KE,Homa Bay,KEN43,KEN,KE,34.358996882,-0.542809397449,21.21818197134766,21.259697281230547,21.70000055775494,21.48303065155488,21.04000056584673,21.088788255055714,20.74000023639561,21.07318213491725,21.360151955575624,21.17030369440711,21.274848608537123,20.85969739393752,20.98530337304777,21.558939656344293,21.01590918916642,21.54621233506633,21.45893965056445,21.116970195192245,20.700606375029565,21.50803037123244
4251,Climate_mintmp,Kenya,KE,Migori,KEN44,KEN,KE,34.3633452915,-0.989536843836,20.59824588424273,20.644956584562248,20.962280896671952,20.778947621061008,20.415351466128616,20.39912294923206,20.078289667765212,20.49122856374364,20.698465564794628,20.4692986555266,20.746710480305097,20.24495626750737,20.354824919449573,20.898684351067715,20.44429856015917,20.89824575290337,20.79868453427357,20.581141187433527,20.23947379881868,21.036404174670757
4252,Climate_mintmp,Kenya,KE,Kisii,KEN45,KEN,KE,34.7747229842,-0.7746037602,18.793333784739108,18.814444881015284,19.18000004026618,18.90555625491665,18.52500093248149,18.602221965789727,18.21777794096198,18.62055536905918,18.90111175113248,18.61055533091221,18.860000324249203,18.414445061153767,18.52055643929369,19.101110850440065,18.629999754163887,19.11055533091221,18.99888980653544,18.70500016742275,18.5272231737772,19.15277761883199
4253,Climate_mintmp,Kenya,KE,Nyamira,KEN46,KEN,KE,34.9646595587,-0.64273241064,18.17884662823793,18.201923614893147,18.555128207573464,18.28269312931935,17.904488074473786,18.000640820234192,17.626923353244038,18.02115371899722,18.300641524486,17.983974089989236,18.3121800300402,17.801923580658684,17.92820566128456,18.500640820234192,18.023717806889408,18.501922876406883,18.381411063365388,18.013461834345044,17.915385576394836,18.589102671696537
4254,Climate_mintmp,Kenya,KE,Nairobi,KEN47,KEN,KE,36.8681892737,-1.29341346888,16.71203678625604,16.856481605105962,16.725925710466203,16.856481605105962,16.449074515589995,16.53055632555929,16.25370416817845,16.64814904884059,16.955556039457,16.653704643249544,17.126852688966,16.528704466643187,16.555556120695925,17.130556389137578,17.0777784276892,17.228703516500996,17.053704261779817,16.657408361081753,17.865740935007768,17.553704261779817
4255,Climate_mintmp,Rwanda,RW,Eastern,RW5,RWA,RW,30.459744637,-1.84782823498,19.43757764204049,19.75023202837249,19.8573305077023,19.575617591540027,19.593982087241283,18.99560207937971,19.232948001520136,19.16165144943897,19.66581843517445,19.70324109807427,18.67152810538257,18.90694481943861,18.93611158706524,19.2530096474989,18.91944471112005,19.597531131756163,19.569444621050803,19.1624237034056,18.18479971606055,19.05378131366071
4256,Climate_mintmp,Rwanda,RW,Kigali City,RW1,RWA,RW,30.1219552128,-1.93663772302,19.03333361943563,19.291667143503823,19.341666698455818,19.075000445048016,19.16666746139527,18.533333619435638,18.816667238871258,18.775000413258876,19.183334191640224,19.250000317891445,18.150000731150318,18.45833333333333,18.541666984558105,18.791667302449543,18.44999996821086,19.12500063578288,19.06666707992554,18.71666765213013,17.716667413711548,18.575000445048016
4257,Climate_mintmp,Rwanda,RW,Northern,RW4,RWA,RW,29.8826047737,-1.60808300888,17.489639767655387,17.586712171365555,17.800000353976422,17.70292838414511,17.59414467081294,17.17702774099402,17.194370020617242,17.224099863756887,17.581306784002642,17.63783840230994,16.722973634530845,16.964864898372348,16.971171228735297,17.264640344155815,16.981531628617304,17.43490995802322,17.50135152404374,17.295271216212097,16.34369399311307,17.200451163558284
4258,Climate_mintmp,Rwanda,RW,Southern,RW2,RWA,RW,29.6870002476,-2.36879193633,18.732407470544185,18.94317175282373,18.858565257655258,18.79861152172089,18.88796331043597,18.297685250088023,18.48368116661355,18.440278095227704,18.72280095241689,18.804861349088185,17.996065435586154,18.37083361546199,18.28148142275987,18.583449697052995,18.19571799922873,18.672800761682023,18.74942142433591,18.42685240948641,17.51979195188593,18.348842841607556
4259,Climate_mintmp,Rwanda,RW,Western,RW3,RWA,RW,29.3321418211,-2.11186301384,17.5477014300467,17.644253210089676,17.690805024114155,17.788218816121425,17.70804655688933,17.280172808416964,17.28448308747391,17.40172438785948,17.492528805787543,17.59252910504397,16.891666960442205,17.20689712721726,17.209483201476353,17.427586637694265,17.115517550501334,17.42787338673384,17.529023197875635,17.40000076951652,16.568678442089038,17.354598297469916
4260,Climate_mintmp,Kingdom of Saudi Arabia,SA,`Asir,SAU06,SAU,SA,42.9944887517,19.2707547597,15.887504564821166,15.578228877851446,16.8728885111384,16.7640142970892,15.815392773812944,16.020131116470914,15.503342380240708,15.88023585341152,16.861841436372753,17.91057622370292,16.84791479152323,16.01308061514846,16.793106803511208,17.005707056484884,16.552827521518854,16.728080560108303,17.825532712320555,16.348708918206942,17.46388334437395,15.384467925159896
4261,Climate_mintmp,Kingdom of Saudi Arabia,SA,Al Bahah,SAU12,SAU,SA,41.4150157499,20.1059200681,18.320866481090476,17.68795593827952,19.547428476313637,19.26985742089638,17.986751368890097,18.41507198102761,17.681315296639887,18.241406580433136,19.57496764386682,20.915299384544177,19.382389623671656,18.27151737237959,19.45924463868129,19.737077365318815,18.965983413159734,19.04332699750849,19.94085355351359,18.680371272688,20.131120092545828,17.48463552010545
4262,Climate_mintmp,Kingdom of Saudi Arabia,SA,Ash Sharqiyah,SAU05,SAU,SA,50.1461142114,22.923521333,16.56104320101149,17.091118018506002,17.120454193411124,17.91364498268093,16.598322783073165,16.671918801785367,15.784369159849115,15.667268640607602,16.236785123611394,18.69210747236781,17.752741000210165,17.026860296398862,17.581326317922677,16.61829208866403,17.412311670640086,17.677520013182487,17.782700212056472,17.07913582555952,18.44526401108676,17.287071905819587
4263,Climate_mintmp,Kingdom of Saudi Arabia,SA,Ha'il,SAU08,SAU,SA,41.6078145664,27.3490181225,11.311520600044863,10.163213397068914,12.361207070744271,11.655036694627318,10.99407532994899,11.203025258422016,10.304963664849096,9.344336601011182,11.241024265817462,13.861442227248988,12.298401447124736,10.667696183452788,12.316410835459436,12.219075465227238,11.577225902063098,11.430710721738413,11.786797448908647,11.749169504181596,12.55151537737752,11.008469422957244
4264,Climate_mintmp,Kingdom of Saudi Arabia,SA,Al Jawf,SAU13,SAU,SA,38.7465571198,29.674309787,10.506816864368906,8.594476520609172,11.132189441001271,10.263718811031495,10.166352912485468,9.978017461203468,9.378842259351618,7.118380288765138,10.152240487553804,12.5754578010028,11.054667058321904,9.040948467033369,10.7531185679458,11.049063628305516,9.811435950162712,9.63307801862126,9.752357643632084,10.366171972910964,10.247318203320344,9.239862919817988
4265,Climate_mintmp,Kingdom of Saudi Arabia,SA,Jizan,SAU10,SAU,SA,42.6076283723,17.3560335456,22.412692685004806,22.02946574952849,23.30700882316636,23.06792756145817,22.351987612960503,22.710107408018,22.084786472972457,22.567115774317497,23.225769691793136,23.827820818648195,23.05784193919237,22.53805583562588,23.127094577723906,23.25363278225937,22.813504511270576,23.040106997122944,23.733162827776862,22.663376365971175,23.714423255023604,21.848291029074066
4266,Climate_mintmp,Kingdom of Saudi Arabia,SA,Al Madinah,SAU03,SAU,SA,39.5159958709,24.8886314413,15.608060087156275,14.326504634350473,16.64828509201463,15.965731790137257,15.014319143117792,15.898100952190036,14.935669687721782,14.311662971723829,16.168387320037777,17.941532348231334,16.441212299004142,14.654220790115623,16.799421533196195,16.93848638884911,15.836898354254838,15.724315630808714,16.34519890533927,15.8417127135174,16.89541871916692,14.737433516853342
