,Data Variable,ADMIN_0_NAMES,ADMIN_0_PCODE,ADMIN_1_NAMES,ADMIN_1_PCODE,ISO3,ISO2,Longitude,Latitude,Y2001,Y2002,Y2003,Y2004,Y2005,Y2006,Y2007,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,Y2018,Y2019,Y2020
3777,Climate_minpre,Central African Republic,CF,Bamingui-Bangoran,CAF51,CAF,CF,20.5741157381,8.42156365193,0.1861151286691534,0.1861151286691534,0.1831527006478603,0.0603203284948954,0.1128492317402896,0.1861151286691534,0.1817437409753451,0.2050818916031555,0.1965438382052263,0.187789021168433,0.1578275554495803,0.1861151286691534,0.1921604077855678,0.1800698484760655,0.1851035670237325,0.1811295789792065,0.179455686479927,0.1800698484760655,0.1817076147968191,0.2039017400646874
3778,Climate_minpre,Central African Republic,CF,Haute-Kotto,CAF52,CAF,CF,22.923002074,7.46942606842,2.351082719484179,2.351082719484179,1.3768044870005784,0.3558727104554183,1.5591617738907515,2.3235236619607624,2.330667693288304,2.442634550278284,3.2915273035327526,2.3533793077235736,2.342002994735323,2.351082719484179,2.360925240538091,2.340387182631045,2.3576443972795618,2.341929170748533,2.3432005014486794,2.3390666404745057,2.348622090345133,2.3795932147613925
3779,Climate_minpre,Central African Republic,CF,Upper Mbomou,CAF63,CAF,CF,25.5883885021,6.30826654697,6.372891382927536,6.372840569725569,4.165129625321729,3.347065587853608,4.668356326616853,4.438821238912285,4.438821238912285,4.336433008297985,4.530437046150827,6.867124083716893,6.372840569725569,6.372891382927536,6.372891382927536,6.372891382927536,6.372891382927536,6.372891382927536,6.372891382927536,6.372891382927536,6.372891382927536,6.372891382927536
3780,Climate_minpre,Central African Republic,CF,Mbomou,CAF62,CAF,CF,23.3895029211,5.50057450152,11.490896275790686,11.490896275790686,4.237422982625548,0.8510075948422446,8.266322982966898,9.81849233388558,11.456910940864802,10.670507478453938,11.852845030805357,12.934376601135002,11.490896275790686,11.490896275790686,11.49677584096678,11.457752586993696,11.367259521685552,11.476884893186236,11.41556442292617,11.449288871685049,11.342496544165042,11.509791469788714
3781,Climate_minpre,Central African Republic,CF,Ombella MPoko,CAF11,CAF,CF,17.9956185346,5.11643427238,10.886147886016598,10.196482197118582,10.738346722897598,2.665875164845973,9.48839067825643,11.844767221831962,4.203869940934164,9.602154930694722,11.605585259361582,11.65738801565097,10.660246457200092,11.253166513109528,10.08693952809953,4.529375676953555,4.157475893905808,9.527154914726754,5.369239320527988,3.264424005823103,6.28498255241928,9.578540189494737
3782,Climate_minpre,Central African Republic,CF,Ouaka,CAF43,CAF,CF,20.749181999,6.12733933514,6.149784549657515,6.140043208548953,4.81352016583895,0.8987069083206344,4.626250071550576,6.157931127251439,3.5363362618711247,5.7088506592308805,7.018908134434639,6.478836276594119,6.142428215404655,6.1504598354791895,6.514885199376096,3.4042098468212343,3.895775900753317,4.162140841094825,4.512040326099866,3.107787383337044,3.349985683450326,6.7079311495689256
3783,Climate_minpre,Central African Republic,CF,Basse-Kotto,CAF61,CAF,CF,21.3606731405,4.89283939503,18.621310147084525,18.606550591501943,12.81737167226328,2.0603233910077265,13.022098048013902,17.41824205637363,14.37491752496406,14.18615261239194,18.87645119893208,20.515423085954367,18.60941129893205,18.625829185814723,18.775165993182743,14.061899067750618,13.539013624191297,15.405887737005282,15.449917310505928,13.529394860291372,12.61475964624493,18.81587908833372
3784,Climate_minpre,Central African Republic,CF,Bangui,CAF71,CAF,CF,18.5659322817,4.38131472678,17.024999936421697,14.233333905537933,19.77500049273162,3.5500000715255258,11.383333603541086,19.3583339055379,9.050000349680513,14.041666905085224,19.03333385785413,17.49166727066035,15.650000333785986,18.12500039736426,13.633333683013928,11.291667103767324,8.016666611035625,11.63333320617679,10.84166693687435,9.733333547910014,7.466666936874324,11.733333269755072
3785,Climate_minpre,Djibouti,DJ,Dikhil,DJ02,DJI,DJ,42.1211511628,11.3558161163,2.171396444241226,1.530855909124172,1.9648649017284887,2.953040586398536,1.2379504905359504,1.5445946340222805,1.2379504905359515,1.3043919387567409,5.287950477621576,1.7965090283536975,1.3684685057079795,1.6731982429822612,1.032094626679094,2.356869368268589,1.9742117410710536,1.2550676107943912,1.0782657889901224,1.790202722423277,1.790202722423277,2.34346853384566
3786,Climate_minpre,Djibouti,DJ,Obock,DJ04,DJI,DJ,43.087112868,12.2845886263,2.8372461021702566,2.496746068927897,3.79095243435998,2.792960439456729,3.1597302923599333,2.3215079889079133,3.598627016411845,2.449682597830109,3.689849237194028,2.6742936601051515,2.671436466725975,2.7012936494557844,2.1463651148099125,3.4309604166518493,3.223285831212936,2.7225000998424456,2.5634445283431178,2.6772698505813435,2.6731031850500013,2.7886269599009235
3787,Climate_minpre,Djibouti,DJ,Tadjourah,DJ05,DJI,DJ,42.5419108981,12.0025824221,4.23837725243028,3.656250055421912,4.238815824975097,4.490131640382038,3.8582238151054993,3.429385995002221,4.000438713583021,3.6003290855309804,5.903618412843942,3.9415570947162175,3.770175429551266,3.974561455218448,2.970943014219192,4.435636116224446,4.198684305475498,3.737719430081712,3.317543979407462,3.9415570947162175,3.9415570947162175,4.277412331418025
3788,Climate_minpre,Djibouti,DJ,Djibouti,DJ03,DJI,DJ,43.052711212,11.5593315207,2.624999970197577,2.2499999999998863,3.58333337306971,3.033333321412237,2.616666714350341,2.0666667073963985,2.8583333690961155,2.0166667103766547,4.275000095367268,2.441666642824716,2.524999996026256,2.524999996026256,1.7166666984557244,3.308333496252633,2.7416666944821118,2.3333333830037963,2.216666708389836,2.441666642824716,2.441666642824716,2.816666781902186
3789,Climate_minpre,Djibouti,DJ,Ali Sabieh,DJ01,DJI,DJ,42.9146732719,11.2255026442,2.173000072638174,1.6713333978255362,2.692000066836702,3.620333478450667,1.6663333415985395,1.6233333615461631,1.7719999925295926,1.3223333414395595,5.016666690508419,1.7319999839862164,1.8630000615119864,1.8423333976666063,1.1710000125566942,2.4120000207424392,1.936000082691512,1.5270000159740582,1.458333333730704,1.7319999839862164,1.7319999839862164,2.4420000215371074
3790,Climate_minpre,Djibouti,DJ,Arta,DJ06,DJI,DJ,42.6855879237,11.4345973658,2.767948752794541,2.3814103183074256,2.994230862611434,4.217948792836628,2.0224359406111057,2.393589789286668,2.0544872196057438,1.9314102992797877,5.578846158125456,2.371794843520908,2.3839744107845977,2.460897495349289,1.7858974647063812,2.8980770019384923,2.575000060674508,1.98269235209017,1.9333333728405595,2.371794843520908,2.371794843520908,3.162179610668116
3791,Climate_minpre,Democratic Republic of the Congo,CD,Lower Uele,COD52,COD,CD,25.1444184368,3.62643911277,28.87221778254738,28.87220825325621,26.23564452039681,19.2881839985891,28.604793547243432,28.00110088029489,28.67848326695485,28.467114888646968,28.6696925249375,33.041705411707696,28.87220825325621,28.87221778254738,28.87221778254738,28.87221778254738,28.871607910093992,28.87221778254738,28.871879494437763,28.87221778254738,28.871493558600037,28.87221778254738
3792,Climate_minpre,Democratic Republic of the Congo,CD,Equator ,COD41,COD,CD,18.9209992007,0.229123277124,68.2417717486918,48.7030459470792,64.45043639209987,72.292339125609,35.50279680214585,58.52205922424075,52.18266318142756,66.11178162565258,73.81803198596054,52.68229566176208,55.19855448587133,71.20080440715056,48.5337703644339,41.73671833225269,45.98016420366506,39.96388481747141,61.04611113070127,46.52142974572592,57.89323911661588,40.86268751928839
3793,Climate_minpre,Democratic Republic of the Congo,CD,Upper Katanga,COD71,COD,CD,27.8374887708,-10.4498907266,0.1863263752997624,0.1750617729042229,0.1197439371411566,0.1441711603813658,0.1175876035867978,0.1633816285653811,0.2269148738964432,0.1358322121628868,0.1348495087778807,0.1412455097032488,0.1699685552864548,0.3231918286157293,0.1347091224647878,0.3388926355337257,0.3385444773973607,0.0690251583227621,0.3369609195662054,0.3388926355337257,0.3388926355337257,0.3388926355337257
3794,Climate_minpre,Democratic Republic of the Congo,CD,Upper Lomami,COD73,COD,CD,25.4302033331,-8.23682086604,0.4940180991340715,0.6916925268238098,0.4872351531319578,0.7350581452640338,0.6853811579739595,0.5607493625924922,0.776447042623097,0.4868540160901833,0.826795880566291,1.230038795884438,0.7200000158157348,0.7265051839199369,0.7189858036568192,0.7268863209617116,0.7268863209617116,0.7234560882672668,0.7268863209617116,0.7268863209617116,0.7268863209617116,0.7268863209617116
3795,Climate_minpre,Democratic Republic of the Congo,CD,Upper Uele,COD53,COD,CD,28.5916600019,3.3460808491,21.34853335400185,18.731242351308225,26.17123166135918,21.240957012653357,18.48852234899276,18.453097889402013,18.414045209360253,20.927192961027263,21.520342027984636,21.82182455252607,19.347870148374056,21.53931049823971,21.818313312701545,21.818313312701545,21.818313312701545,21.818313312701545,21.818313312701545,21.818313312701545,21.81858640883138,21.81880488656868
3796,Climate_minpre,Democratic Republic of the Congo,CD,Ituri,COD54,COD,CD,29.4968856744,1.75223986638,41.63842042218482,38.27227458322128,37.57551041858404,40.48376655143981,35.910794028642286,36.98074101901047,36.25642832253665,38.96034004717574,39.46924938430585,42.2048652540917,36.98181597463081,39.106306136816784,39.46680035098632,39.46432917559808,39.466789269595125,39.47503393983572,39.466789269595125,39.46211285487542,39.73054127606502,41.97596476422539
3797,Climate_minpre,Democratic Republic of the Congo,CD,Kasai,COD92,COD,CD,21.1049462548,-4.95016470941,9.297276614790306,14.185176229692267,9.413336540929198,8.135576012017276,10.51459463199419,9.14434599624531,18.208215304720536,16.670078683779124,24.399896823774213,26.52988506907417,13.526324895419638,19.66107197793166,19.66107197793166,19.66107197793166,19.66107197793166,19.66110158136016,19.66110158136016,19.66116078765252,19.66107197793166,19.661190391081018
3798,Climate_minpre,Democratic Republic of the Congo,CD,Central Kasai,COD91,COD,CD,22.4891483812,-6.22642866705,0.3730276183921431,5.748582484983143,0.3747164737543441,0.4036242645435982,0.7621795125030154,1.41556955634432,8.296363522373987,0.9300172682190204,13.616198302226463,16.35283560272041,3.193195314831768,10.773373037723662,10.773373037723662,10.773373037723662,10.773373037723662,10.773373037723662,10.773373037723662,10.773373037723662,10.773373037723662,10.773373037723662
3799,Climate_minpre,Democratic Republic of the Congo,CD,Eastern Kasai,COD82,COD,CD,23.5194225948,-6.15197120935,0.3450980467372322,4.002661114981186,0.3450980467372322,0.5166666804283405,0.6893557514108499,1.5323529381211238,6.892857191275491,0.3450980467372322,10.50966412346569,17.432002852944798,2.9009103658152795,7.784173644557373,7.784173644557373,7.784173644557373,7.784173644557373,7.784173644557373,7.784173644557373,7.784173644557373,7.784173644557373,7.784173644557373
3800,Climate_minpre,Democratic Republic of the Congo,CD,Kinshasa,COD10,COD,CD,15.9113000481,-4.43976942388,2.166330704165097,1.8010753101709522,5.071169422719164,1.9325269272210404,2.754905941505598,3.4092070497572418,0.6835349633218302,3.575336094024391,1.5849462683482924,1.2260752872023235,2.476680148983768,1.5826613252521933,1.0672043429747682,0.5947580653573287,2.0521505535029547,0.7716397901205936,1.8157930432979184,4.014045748098581,1.646236563476957,6.13044367334058
3801,Climate_minpre,Democratic Republic of the Congo,CD,Central Kongo,COD20,COD,CD,14.3144545915,-5.28972192897,0.7033281110439998,0.3436189802242539,1.2356132298329356,0.9442479222109004,1.0889675279384268,1.5390330425783911,0.1752751605503242,0.7808700356821985,0.823532510511739,0.4369234930454507,0.607455461337757,0.8182128037372937,0.5834774758746836,0.6045204484190961,0.59528303336337,0.1571409888077448,0.4057521051200128,1.3740435244634772,0.4661818770369658,0.9871331332739745
3802,Climate_minpre,Democratic Republic of the Congo,CD,Kwango,COD31,COD,CD,17.8658937329,-6.43462942913,2.4556654609513964,7.207784191316535,4.255861640598536,1.8635907564879144,4.222402772455191,2.1743016789555494,4.228319258914942,6.473571992620185,7.384792994326667,2.61339457765015,3.739493156257695,5.708011710065708,5.708482522515133,5.586111209875063,5.729606197472298,5.919193449016861,6.0527935641802255,6.761181824063655,6.417451458228388,6.718047804153002
3803,Climate_minpre,Democratic Republic of the Congo,CD,Kwilu,COD32,COD,CD,18.6549428426,-4.78252031571,0.5227338490572493,11.569167805820154,2.813443510524413,0.7491603535396595,4.890167993063882,1.3021036614272157,4.992795339858528,12.267912855902638,10.277419836792845,2.9345973751855503,3.260084895450067,9.710870514151976,9.596009611093288,9.373727172295672,9.328277505770137,10.269610151008171,10.36776824697517,11.587793647231283,9.986222680272013,12.15808076684598
3804,Climate_minpre,Democratic Republic of the Congo,CD,Lomami,COD81,COD,CD,24.6789125271,-6.21800501586,1.8339825649669477,3.19666141061539,1.8145601979650023,2.8046767827090053,2.7495628627669806,2.5567700272050105,4.701695900226823,1.8118839926097925,5.505352542222843,9.48867261046508,3.763646058986996,4.394369415729597,4.38490995733146,4.41157926812524,4.41157926812524,4.41157926812524,4.41157926812524,4.41157926812524,4.41157926812524,4.41157926812524
3805,Climate_minpre,Democratic Republic of the Congo,CD,Lualaba,COD72,COD,CD,23.8942509554,-9.83930742719,0.2705274744962014,0.4415166318753722,0.2250865669667365,0.3074561451675281,0.3143582702683181,0.2678728093847214,0.4522680135044821,0.2250865669667365,0.5591585906536383,0.7141274326474105,0.3569598371814015,0.5343432695891256,0.4917763238759881,0.5343490405952451,0.5343490405952451,0.5107860201802084,0.5343432695891256,0.5343490405952451,0.5343490405952451,0.5343490405952451
3806,Climate_minpre,Democratic Republic of the Congo,CD,Mai-Ndombe,COD33,COD,CD,18.5295029179,-2.69279084454,17.709873765550682,27.8289058472197,20.784285395904945,20.65043488538081,19.563608789509747,19.814659259159537,20.956084005833237,34.90962647183917,22.991975328860853,20.740220337749022,19.019510829507915,23.25868045919165,20.77798729286489,21.647673716236483,20.33991793647216,24.610193054402853,25.24151306960209,32.47892810089252,24.58803695212127,39.54747064045444
3807,Climate_minpre,Democratic Republic of the Congo,CD,Maniema,COD63,COD,CD,26.4233072078,-3.08521039855,26.51008319412333,20.33435097251856,24.727012354363364,24.253711646644668,24.07858310508973,32.30301307336835,36.89062233581372,32.24343891318565,33.404728996618886,34.77278733354421,33.19100205429785,33.24577535732896,32.819025931507646,34.80157680565316,34.80157680565316,34.80157680565316,34.80157680565316,34.80157680565316,33.060849251908124,34.616538800863886
3808,Climate_minpre,Democratic Republic of the Congo,CD,Mongala,COD44,COD,CD,21.5134562899,2.0966079342,55.68516644946171,50.50834685682332,54.17155340609633,46.66273534973585,44.9235887766491,47.42655278696039,52.32841063589226,45.94206185231673,57.27234190268653,51.06251985753758,51.59145094723485,57.08905946498589,49.111018979458336,47.18123535551789,52.22498841030895,45.63003943033192,51.023067144097766,48.03575146556198,47.556616647006834,45.65905979195318
3809,Climate_minpre,Democratic Republic of the Congo,CD,North Kivu,COD61,COD,CD,28.7064378776,-0.60720248424,18.29587648489183,10.480693673021667,25.69594959795043,20.015316774897364,10.921447815686305,35.82122931758849,63.65036637846852,38.98046280148544,55.89221488739161,59.183857409391386,60.30772649203479,55.87714187594224,55.88542654543316,56.8880910460386,56.73113247066225,57.49694748435286,56.954039872997846,56.88456310912638,33.88071819755571,35.62879650581198
3810,Climate_minpre,Democratic Republic of the Congo,CD,North Ubangi,COD43,COD,CD,21.067520677,3.86766918545,27.33891987196042,26.254503610583704,20.997002442362803,6.103829940246648,24.16949309940001,23.959641239596404,21.73007153220985,20.90272073121023,27.597174102770012,29.501704398627243,26.504081127445787,27.595589320746456,25.94256513318996,21.496223221269734,19.464329293903912,23.40307737788504,22.22222704240016,21.1856843110624,17.274630535722586,25.21670665012988
3811,Climate_minpre,Democratic Republic of the Congo,CD,Sankuru,COD83,COD,CD,23.6049919607,-3.48232791671,31.21549907561869,32.24316980834097,32.9597119119861,30.70958045045533,31.043346886744715,32.273261786962294,45.48709403029275,33.19511208514312,45.6803683001852,58.5477765640875,34.61503355864481,41.57860962797036,41.57860962797036,41.57860962797036,41.57860962797036,41.57860962797036,41.57860962797036,41.57860962797036,41.57860962797036,41.57860962797036
3812,Climate_minpre,Democratic Republic of the Congo,CD,South Kivu,COD62,COD,CD,28.2588018885,-3.21955189156,29.09125684718261,1.531191756268399,6.807445782219787,6.836395992756473,3.9317244336271457,12.23649594526615,23.736873394222307,11.332656615140465,10.86874193684859,14.402341529222683,16.17487808774471,10.86874193684859,10.858910601286016,20.03307864225283,20.00582609714793,20.20408396324151,20.047404004588284,20.04986736924283,12.730992178001443,15.335586296825117
3813,Climate_minpre,Democratic Republic of the Congo,CD,South Ubangi,COD42,COD,CD,19.3546678254,3.09083614378,31.837814965795285,21.807049622822376,45.24415391155917,14.938060220245347,12.135860806410518,27.704085122301308,25.714126232282634,22.84897587051805,37.98020553354349,25.757309112262213,27.109549642130304,36.08112070391081,20.17639373221688,16.35274630635165,21.250751858005053,12.822295282317071,23.37859336925982,15.809631412863132,13.972746277539414,13.235492005504634
3814,Climate_minpre,Democratic Republic of the Congo,CD,Tanganyika,COD74,COD,CD,28.2025560434,-6.57009632761,3.655485908849278,0.9357625669218416,2.140251006711727,2.2695731815351903,1.027498952735573,1.538835286012567,1.1475761770556463,1.333199282661036,1.0407121677186582,1.580448329431922,1.6279869424714557,1.0354408271489284,0.9856660462474802,2.5899131463282163,2.5899131463282163,2.4763138317884725,2.5899131463282163,2.600085816687725,2.578367677768556,2.600085816687725
3815,Climate_minpre,Democratic Republic of the Congo,CD,Tshopo,COD51,COD,CD,25.2072107221,0.48121836756,72.18805504549823,70.61702644381195,71.84316674197512,71.31260407916103,70.83155843482558,74.2860910145183,74.45652292668385,73.66736397535892,74.0518944239744,74.62603474300185,74.0518944239744,74.0518944239744,74.0518944239744,74.0518944239744,74.0518944239744,74.0518944239744,74.0518944239744,74.0518944239744,73.5238609059217,74.28271990413172
3816,Climate_minpre,Democratic Republic of the Congo,CD,Tshuapa,COD45,COD,CD,21.7639136901,-0.6696674601,98.97180226485658,97.60007670788237,99.12182840800604,99.58241911834492,95.37206003856522,99.2271240016968,98.08245151460598,98.02425252535922,100.51419059224902,96.67759245753524,91.07480228905337,100.54241160055966,97.66274657328567,96.77512527626928,97.9660274826795,96.64549266940128,98.75289966124602,97.98980958634888,97.946553922989,96.40043247159612
3817,Climate_minpre,Eritrea,ER,Debubawi Keih Bahri,ER1,ERI,ER,41.721901439,13.6213635265,2.654645218026006,2.5707236640231232,2.7999720139857867,2.5390896565022,2.592651725168707,2.299453824265949,2.831344590976724,2.537292295580201,2.847749789324834,2.6305929414614275,2.6282726711724247,2.6329132006865623,2.4937628864100536,2.499323129278215,2.642259628907913,2.7401680974426545,2.1779785658631576,2.6305929414614275,2.6545051638846755,2.57627922444834
3818,Climate_minpre,Eritrea,ER,Maekel,ER2,ERI,ER,38.8804486975,15.3528035705,5.773076913295669,5.6435897121062855,5.967948905932565,5.478205395050562,4.895512834573447,5.317307699949373,5.553205218070604,5.156410328088649,5.371795123204208,5.141025654016371,5.664102616218445,5.205769234742862,5.153846172950255,7.180128315320314,4.608333395841795,6.052564228192379,5.341025670369492,7.528205234270829,5.920512946752542,5.60128211516602
3819,Climate_minpre,Eritrea,ER,Semienawi Keih Bahri,ER3,ERI,ER,39.064040554,16.1658828521,3.469315714949623,3.4719293695234503,3.341473041635314,3.544079152104445,3.442331606474722,3.5873903426246536,3.458063413820283,3.129490997493022,3.27233962480049,3.112244403295347,3.514757922468589,3.1920530170339254,3.377702475249947,3.6197936174903456,3.160841228370749,3.9600685423738446,3.9817909063171566,3.923754227724746,4.164555758928343,3.4799021701679456
3820,Climate_minpre,Eritrea,ER,Anseba,ER4,ERI,ER,37.7782823507,16.4088234509,0.6874038472652608,0.6928205141033877,0.7630128320521833,0.724391032342287,0.879807704145075,0.7466346242035617,0.770160278938271,0.6562500098457859,0.7269551305745449,0.6616987230566989,0.6901923098386854,0.6585897526178764,0.700192312712412,1.0576602804379402,0.6770512833690207,1.1062500243672733,1.574326958130042,0.9628525776860624,0.7701282188225069,0.6923717960476871
3821,Climate_minpre,Eritrea,ER,Gash Barka,ER5,ERI,ER,37.4197958348,15.1894485097,0.4371581267072213,0.4371581267072213,0.5938248043291114,0.5095085640032191,0.6726495803533087,0.4980128308694698,0.6099145501454304,0.4226923189420709,0.5506624032449008,0.439957273743561,0.4255983010889869,0.4337820592073912,0.4542948742373475,1.262179494518669,0.3974145369381565,0.6159615530720295,0.8761324951202678,0.7046794964733265,0.5082051341971385,0.4371581267072213
3822,Climate_minpre,Eritrea,ER,Debub,ER6,ERI,ER,38.9410173383,14.8243071077,7.428023602670801,6.928023703242629,6.934587106768154,6.206784877321891,5.411504483240712,5.661578242032619,6.369542923033561,5.943805475722169,6.299852742030716,6.4390119681669065,6.359660874909554,6.079793602579953,5.79321540478955,9.0837021362818,5.047492699505467,6.602802485711318,5.516666675959223,9.180014734598917,5.96607679625379,6.87411516597153
3823,Climate_minpre,Ethiopia,ET,Addis Ababa,ET14,ETH,ET,38.7855383518,8.98048300494,5.114583328366337,0.4687500130385131,6.300000150998563,6.727083583672748,0.0,5.012499908606174,0.241666673682617,6.872916648785215,7.843750099341148,7.816666692495231,6.891666730244934,9.15208360552785,0.097916667970513,3.6562499999999143,8.36250049869209,2.395833390454426,0.1645833357858149,6.38749999801322,5.152083416779848,5.150000110268568
3824,Climate_minpre,Ethiopia,ET,Afar,ET02,ETH,ET,40.7744814643,12.0361002495,4.700595829487835,3.418762935780847,3.490607589145656,2.9323698638045843,1.5551486039048208,1.8552662971862115,1.6552000932974238,2.552272755162743,5.540791506914872,4.142946517618228,3.3472051109880376,3.858164233956928,1.5364887050793352,3.130486967485382,1.9146072649635149,2.510260411271015,1.2834215992236977,3.892792081674548,1.9777802563705136,2.8338408883475656
3825,Climate_minpre,Ethiopia,ET,Amhara,ET03,ETH,ET,38.0435374859,11.5649527174,5.790182998335802,4.198700065638901,3.639721232557076,2.400757623888499,0.3906311710783103,1.4313878626969248,0.9033485849614892,1.8239734962225875,6.872306008834091,9.328747672592131,2.5786310244189417,7.266940247535019,0.4314954350786792,5.208709999775336,1.0256769022666583,2.0237672979458763,0.351407572183198,7.979406637126454,0.5990855376402578,3.3731083460462767
3826,Climate_minpre,Ethiopia,ET,Benishangul Gumuz,ET06,ETH,ET,35.4403074109,10.5029240663,1.287689106071416,2.186946806354405,1.5629832145306766,1.528949627543205,0.5428711625270037,0.5745658354974648,0.8469888076781035,0.944986004696469,1.874831955464629,2.3220308746474942,1.0356162661650037,1.6602381302038725,0.8079832043655316,1.2098739683398696,1.0496358680677125,0.8747619139317583,0.3118347379235544,0.9124510013882028,0.318137258806738,1.6515406511588475
3827,Climate_minpre,Ethiopia,ET,Dire Dawa,ET15,ETH,ET,42.0030268929,9.60626920944,1.0307692444094825,0.0012820513011559,0.900000020097456,4.182692468166365,0.0006410256505779,0.1987179517268368,0.0006410256505779,0.9230769336318708,9.482051274715293,0.3012820518073978,0.0044871795540453,0.0012820513011559,0.0006410256505779,0.933974375136375,0.0012820513011559,0.2698717969827797,0.0006410256505779,0.0006410256505779,0.0006410256505779,4.278205131873089
3828,Climate_minpre,Ethiopia,ET,Gambela,ET12,ETH,ET,34.3367694932,7.6838248168,6.485552698940677,13.945109078201774,11.857472982770703,11.06974655972888,1.1762907663376807,4.357427638820515,4.890896838023437,5.762953030107531,14.681725758924486,15.490557291585745,7.050181305575864,11.902287337254355,4.016553493783532,5.966621469004507,11.531997302007468,2.772441177345539,0.9259511041201678,0.8512001995054416,1.5464447658691034,11.957722184046029
3829,Climate_minpre,Ethiopia,ET,Oromia,ET04,ETH,ET,38.7651240235,7.50805540143,6.404630704704831,8.795905343897198,11.031098759601154,11.500178854774198,4.064111863185854,6.885785986915344,5.381932921333373,9.517651289133926,14.336308853099286,12.8399418184035,9.059385485475678,13.041488311661544,4.398619153815145,6.38191552345296,11.90126782853331,5.993468070282289,2.3492485958677705,4.368224066462757,5.789634614209338,9.543908057998657
3830,Climate_minpre,Ethiopia,ET,SNNP,ET07,ETH,ET,36.8063606014,6.46546929081,7.326232970515367,16.29678303758973,21.79193061569764,23.3937371959163,4.297132190512384,12.718367879432224,11.850000261942116,15.622264233948307,29.26863202396073,30.012995045710717,11.820075407624255,28.420820620618336,6.872956268985432,14.782107346765844,31.254338413225486,14.114029795654517,3.4674908276922345,3.874393512141209,13.633181922848966,25.350877298898823
3831,Climate_minpre,Ethiopia,ET,Somali,ET05,ETH,ET,43.3299722859,6.9257484817,1.352664964785604,1.2752930874818067,1.4600668230780487,2.298521029970094,1.342948046655416,1.4435773562062348,0.8191998526846627,1.3555957148432376,2.912636353563859,1.3733551665437629,1.6922869256029538,1.6327313096643248,1.4190703650136758,1.243734119374329,1.350390789224964,0.9475236467005502,0.8415349072946661,0.7913417967184635,0.9615390025748162,1.5370342875493903
3832,Climate_minpre,Ethiopia,ET,Tigray,ET01,ETH,ET,38.4386750356,13.7771162088,3.4108015547839283,3.26227448151142,2.7739650258160307,1.9404458748295863,1.50492304514292,1.5080945237684549,2.130135386812526,2.0098726488096776,2.7709660626634,4.98755321289158,1.8730228382742715,3.356170453053148,1.5643710280075065,3.761305757131957,1.1547240108230277,1.9167728418832932,1.129617828594057,5.266852524839469,1.1591693192173194,2.5873009759286667
3833,Climate_minpre,Kenya,KE,Mombasa,KEN01,KEN,KE,39.6506522676,-4.0211844123,6.486111243565837,33.952779452006574,2.499999960263532,21.833333412806454,6.688888920678106,6.019444439146206,14.54444450802274,19.061111291249656,5.066666722297698,3.4027777844005223,11.302777979109113,15.236111746894109,7.180555860201575,18.511111418406085,18.23333364062837,4.197222312291353,20.536112096574545,9.719444645775228,23.405556042989115,17.44166700045284
3834,Climate_minpre,Kenya,KE,Kwale,KEN02,KEN,KE,39.1526006461,-4.14152690009,6.975831628206196,21.118708159783367,3.855291013184169,14.201899544542387,5.745918424446667,9.076682001419758,17.43805784469093,16.984760197742645,4.350141720031145,3.518329649566708,8.354034513167605,11.82324285117059,6.856037437510312,19.231339696042937,21.132360882859917,6.177409469022544,21.124197131652124,16.222959349665228,23.690769708165668,16.3715514362715
3835,Climate_minpre,Kenya,KE,Kilifi,KEN03,KEN,KE,39.6866752645,-3.17533827661,4.138879350204542,23.74554624913745,1.820553166573384,14.348527599340196,6.328649519195547,6.695007310242429,13.437306291892536,13.408570672109168,4.922291747660504,6.504123603458401,9.15381474378468,14.684318054133422,7.868606572144347,17.346817638819076,16.616142208548673,5.869396662026874,19.157162500386768,8.198757494715997,23.46168167824013,13.655869364190396
3836,Climate_minpre,Kenya,KE,Tana River,KEN04,KEN,KE,39.4178653105,-1.52636321523,2.5893972900871303,11.449400919606658,1.4938998152633498,5.4474402069721055,5.992592653569481,6.390686434122133,7.824455423011424,4.364415427130176,6.149782217211278,5.301779335631219,6.428159097992886,8.28015626041723,5.906445278234956,9.70882374842533,9.48839878639888,5.372458391156661,12.59626007729373,7.625454044268425,11.064615378042754,3.066085732485859
3837,Climate_minpre,Kenya,KE,Lamu,KEN05,KEN,KE,40.7580928486,-2.04751505047,2.057246426741256,10.61533829152278,0.4030193379373641,3.139251333935745,5.732125558138965,3.4531401839232685,6.168719949929507,6.437802031996054,5.632729606927801,6.252536272944946,10.262560366432355,6.480072587584402,5.812318850830474,6.035990568462657,6.387802010572932,3.717391406568348,11.15507281920747,1.4660628330736103,11.839372196634985,6.263405878762589
3838,Climate_minpre,Kenya,KE,Taita Taveta,KEN06,KEN,KE,38.4186020002,-3.43473399706,3.758416691968869,8.101333496036794,3.671833390953621,4.910375156874528,3.996500107869484,10.990458469639128,14.30820850466687,7.1600001115228205,2.406416689443119,2.862750076881328,3.436500011415577,7.541500077322176,7.166583445717849,14.601458521857856,16.942417166183372,10.02116678376986,17.384458784014008,17.019291950315118,15.117083497444836,7.0605418380101534
