title,description,published date,url,publisher,Country_Search,Relevant_Term_Found
France's FM in Lebanon to prevent Israel-Hezbollah conflict escalation - RFI English,France's FM in Lebanon to prevent Israel-Hezbollah conflict escalation  RFI English,28/04/2024,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vd3d3LnJmaS5mci9lbi9pbnRlcm5hdGlvbmFsLzIwMjQwNDI4LWZyYW5jZS1zLWZtLWluLWxlYmFub24tdG8tcHJldmVudC1pc3JhZWwtaGV6Ym9sbGFoLWNvbmZsaWN0LWVzY2FsYXRpb27SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,RFI English,France,TRUE
How French society got caught up in the Middle East conflict - Le Monde,How French society got caught up in the Middle East conflict  Le Monde ,28/04/2024,https://news.google.com/rss/articles/CBMif2h0dHBzOi8vd3d3LmxlbW9uZGUuZnIvZW4vZnJhbmNlL2FydGljbGUvMjAyNC8wNC8yOC9ob3ctZnJlbmNoLXNvY2lldHktZ290LWNhdWdodC11cC1pbi10aGUtbWlkZGxlLWVhc3QtY29uZmxpY3RfNjY2OTc5Nl83Lmh0bWzSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Le Monde,France,TRUE
UK attacks EU double standards on migrants - The Telegraph,UK attacks EU double standards on migrants  The Telegraph,28/04/2024,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnRlbGVncmFwaC5jby51ay9wb2xpdGljcy8yMDI0LzA0LzI4L2lyZWxhbmQtcGxhbnMtc2VuZC1hc3lsdW0tc2Vla2Vycy1iYWNrLXVrL9IBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Telegraph,France,TRUE
Rwanda policy: UK and Irish ministers to meet as tensions grow over asylum seekers - BBC,Rwanda policy: UK and Irish ministers to meet as tensions grow over asylum seekers  BBC,29/04/2024,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLTY4OTE4MjUw0gEqaHR0cHM6Ly93d3cuYmJjLmNvLnVrL25ld3MvdWstNjg5MTgyNTAuYW1w?oc=5&hl=en-GB&gl=GB&ceid=GB:en,BBC,France,TRUE
France's FM looks to prevent Israel-Hezbollah conflict escalation in Lebanon visit - FRANCE 24 English,France's FM looks to prevent Israel-Hezbollah conflict escalation in Lebanon visit  FRANCE 24 English,28/04/2024,https://news.google.com/rss/articles/CBMifWh0dHBzOi8vd3d3LmZyYW5jZTI0LmNvbS9lbi92aWRlby8yMDI0MDQyOC1mcmFuY2Utcy1mbS1sb29rcy10by1wcmV2ZW50LWlzcmFlbC1oZXpib2xsYWgtY29uZmxpY3QtZXNjYWxhdGlvbi1pbi1sZWJhbm9uLXZpc2l00gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,FRANCE 24 English,France,TRUE
Is Rwanda safe for asylum seekers? – DW – 01/24/2024 - DW (English),Is Rwanda safe for asylum seekers? – DW – 01/24/2024  DW (English),28/04/2024,https://news.google.com/rss/articles/CBMiVWh0dHBzOi8vd3d3LmR3LmNvbS9lbi90aGUtNzctcGVyY2VudC1pcy1yd2FuZGEtc2FmZS1mb3ItYXN5bHVtLXNlZWtlcnMvYXVkaW8tNjgwNjg3NjTSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,DW (English),Ghana,TRUE
Rwanda plan: Irish government wants to send asylum seekers back to UK - Myjoyonline,Rwanda plan: Irish government wants to send asylum seekers back to UK  Myjoyonline,28/04/2024,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3Lm15am95b25saW5lLmNvbS9yd2FuZGEtcGxhbi1pcmlzaC1nb3Zlcm5tZW50LXdhbnRzLXRvLXNlbmQtYXN5bHVtLXNlZWtlcnMtYmFjay10by11ay_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Myjoyonline,Ghana,TRUE
Berlin: Two monuments honoring migrants in Germany - Kosova & Bota - CNA.al,Berlin: Two monuments honoring migrants in Germany - Kosova & Bota  CNA.al,29/04/2024,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmNuYS5hbC9lbmdsaXNoL2tvc292YS1ib3RhL2Jlcmxpbi1keS1tb251bWVudGUtcGVyLW5kZXJpbWluLWUtbWlncmFudGV2ZS1uZS1namVybWFuaS1pMzk3MDc10gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,CNA.al,Germany,TRUE
Germany sees increase in refugee employment amid tough job market - MSN,Germany sees increase in refugee employment amid tough job market  MSN,28/04/2024,https://news.google.com/rss/articles/CBMi9gFodHRwOi8vd3d3Lm1zbi5jb20vZW4tZ2IvbW9uZXkvb3RoZXIvZ2VybWFueS1zZWVzLWluY3JlYXNlLWluLXJlZnVnZWUtZW1wbG95bWVudC1hbWlkLXRvdWdoLWpvYi1tYXJrZXQvYXItQkIxbHluT0g_b2NpZD1hbnNNU05Nb25leTExJmFwaXZlcnNpb249djImbm9zZXJ2ZXJjYWNoZT0xJmRvbXNoaW09MSZyZW5kZXJ3ZWJjb21wb25lbnRzPTEmd2NzZW89MSZiYXRjaHNlcnZlcnRlbGVtZXRyeT0xJm5vc2VydmVydGVsZW1ldHJ5PTHSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Germany,TRUE
Restrictions on consular services for Ukrainians in Germany will not affect their refugee status - Yahoo Singapore News,Restrictions on consular services for Ukrainians in Germany will not affect their refugee status  Yahoo Singapore News,28/04/2024,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vc2cubmV3cy55YWhvby5jb20vcmVzdHJpY3Rpb25zLWNvbnN1bGFyLXNlcnZpY2VzLXVrcmFpbmlhbnMtZ2VybWFueS0yMjE3MDAyOTMuaHRtbNIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Yahoo Singapore News,Germany,TRUE
People smuggling gangs are hiding migrants in abandoned Nazi bunkers before treacherous journeys across the En - Daily Mail,People smuggling gangs are hiding migrants in abandoned Nazi bunkers before treacherous journeys across the En  Daily Mail,28/04/2024,https://news.google.com/rss/articles/CBMidGh0dHBzOi8vd3d3LmRhaWx5bWFpbC5jby51ay9uZXdzL2FydGljbGUtMTMzNTkwNzEvUGVvcGxlLXNtdWdnbGluZy1nYW5ncy1oaWRpbmctbWlncmFudHMtYWJhbmRvbmVkLU5hemktYnVua2Vycy5odG1s0gF4aHR0cHM6Ly93d3cuZGFpbHltYWlsLmNvLnVrL25ld3MvYXJ0aWNsZS0xMzM1OTA3MS9hbXAvUGVvcGxlLXNtdWdnbGluZy1nYW5ncy1oaWRpbmctbWlncmFudHMtYWJhbmRvbmVkLU5hemktYnVua2Vycy5odG1s?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Daily Mail,Germany,TRUE
One man dead after migrant boat sinks off Greek island - The Times of India,One man dead after migrant boat sinks off Greek island  The Times of India,28/04/2024,https://news.google.com/rss/articles/CBMigQFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS93b3JsZC9ldXJvcGUvb25lLW1hbi1kZWFkLWFmdGVyLW1pZ3JhbnQtYm9hdC1zaW5rcy1vZmYtZ3JlZWstaXNsYW5kL2FydGljbGVzaG93LzEwOTY2NTk2NC5jbXPSAYUBaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vd29ybGQvZXVyb3BlL29uZS1tYW4tZGVhZC1hZnRlci1taWdyYW50LWJvYXQtc2lua3Mtb2ZmLWdyZWVrLWlzbGFuZC9hbXBfYXJ0aWNsZXNob3cvMTA5NjY1OTY0LmNtcw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Times of India,Greece,TRUE
"One migrant dies, 25 rescued off Greek island - ThePrint","One migrant dies, 25 rescued off Greek island  ThePrint",28/04/2024,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vdGhlcHJpbnQuaW4vd29ybGQvb25lLW1pZ3JhbnQtZGllcy0yNS1yZXNjdWVkLW9mZi1ncmVlay1pc2xhbmQvMjA2MTAyMC_SAVNodHRwczovL3RoZXByaW50LmluL3dvcmxkL29uZS1taWdyYW50LWRpZXMtMjUtcmVzY3VlZC1vZmYtZ3JlZWstaXNsYW5kLzIwNjEwMjAvP2FtcA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,ThePrint,Greece,TRUE
One Dead As Migrant Boat Capsizes Off Greek Island - WE News - WE News -,One Dead As Migrant Boat Capsizes Off Greek Island - WE News  WE News -,28/04/2024,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vZW4ud2VuZXdzLnBrL29uZS1kZWFkLWFzLW1pZ3JhbnQtYm9hdC1jYXBzaXplcy1vZmYtZ3JlZWstaXNsYW5kL9IBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,WE News -,Greece,TRUE
"1 migrant dies, 25 rescued off Greek island | FMT - Free Malaysia Today","1 migrant dies, 25 rescued off Greek island | FMT  Free Malaysia Today",28/04/2024,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vd3d3LmZyZWVtYWxheXNpYXRvZGF5LmNvbS9jYXRlZ29yeS93b3JsZC8yMDI0LzA0LzI4LzEtbWlncmFudC1kaWVzLTI1LXJlc2N1ZWQtb2ZmLWdyZWVrLWlzbGFuZC_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Free Malaysia Today,Greece,TRUE
Ireland plans to send asylum seekers back to UK - Le Monde,Ireland plans to send asylum seekers back to UK  Le Monde ,28/04/2024,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vd3d3LmxlbW9uZGUuZnIvZW4vaW50ZXJuYXRpb25hbC9hcnRpY2xlLzIwMjQvMDQvMjgvaXJlbGFuZC1wbGFucy10by1zZW5kLWFzeWx1bS1zZWVrZXJzLWJhY2stdG8tdWtfNjY2OTc4NV80Lmh0bWzSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Le Monde,Greece,TRUE
Kenya postpones reopening of schools as flood-related deaths near 100 - Oil City Derrick,Kenya postpones reopening of schools as flood-related deaths near 100  Oil City Derrick,29/04/2024,https://news.google.com/rss/articles/CBMimwFodHRwczovL3d3dy50aGVkZXJyaWNrLmNvbS9hcC93b3JsZC9rZW55YS1wb3N0cG9uZXMtcmVvcGVuaW5nLW9mLXNjaG9vbHMtYXMtZmxvb2QtcmVsYXRlZC1kZWF0aHMtbmVhci0xMDAvYXJ0aWNsZV9jODQyZWVhZC1iNTRjLTU3OGYtOThlMi00YjEzY2Y0NjdjMzIuaHRtbNIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Oil City Derrick,Greece,TRUE
Migrants eyeing Europe bide their time in Tunisia - Arab News,Migrants eyeing Europe bide their time in Tunisia  Arab News,28/04/2024,https://news.google.com/rss/articles/CBMiKWh0dHBzOi8vd3d3LmFyYWJuZXdzLmNvbS9ub2RlLzI1MDA5NTEvYW1w0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Arab News,Guinea,TRUE
Latest Israel-Hamas war news and Gaza conflict updates - The Washington Post,Latest Israel-Hamas war news and Gaza conflict updates  The Washington Post,28/04/2024,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3Lndhc2hpbmd0b25wb3N0LmNvbS93b3JsZC8yMDI0LzA0LzI4L2lzcmFlbC1oYW1hcy13YXItbmV3cy1nYXphLXBhbGVzdGluZS8_aXNNb2JpbGU9MdIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Washington Post,Guinea,TRUE
More aid to Guatemala would better address migration issues - Buffalo News,More aid to Guatemala would better address migration issues  Buffalo News,28/04/2024,https://news.google.com/rss/articles/CBMinAFodHRwczovL2J1ZmZhbG9uZXdzLmNvbS9vcGluaW9uL215LXZpZXctdGhlLXUtcy1pcy1mb2N1c2VkLW9uLWFkZHJlc3NpbmctdGhlLXN5bXB0b21zLW9mLW1pZ3JhdGlvbi1ub3QtdGhlL2FydGljbGVfZGEzNGVhMTQtMDI2OC0xMWVmLWFmZTQtMGZhOWVhMzY4NDgyLmh0bWzSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Buffalo News,Guatemala,TRUE
Harris and Mexican president discuss Northern Triangle migration - AOL,Harris and Mexican president discuss Northern Triangle migration  AOL,29/04/2024,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmFvbC5jb20vaGFycmlzLW1leGljYW4tcHJlc2lkZW50LWRpc2N1c3Mtbm9ydGhlcm4tMTgyNDUxNjUyLmh0bWzSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,AOL,Guatemala,TRUE
Guatemalan prosecutors raid Save the Children's offices over migrant children complaint - AOL,Guatemalan prosecutors raid Save the Children's offices over migrant children complaint  AOL,28/04/2024,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmFvbC5jb20vbmV3cy9ndWF0ZW1hbGFuLXByb3NlY3V0b3JzLXJhaWQtc2F2ZS1jaGlsZHJlbi0wMDM3MDg2NDAuaHRtbNIBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,AOL,Guatemala,TRUE
Vice President Harris and Guatemalan leader Arévalo discuss immigration - MSN,Vice President Harris and Guatemalan leader Arévalo discuss immigration  MSN,28/04/2024,https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5tc24uY29tL2VuLXVzL25ld3Mvd29ybGQvdmljZS1wcmVzaWRlbnQtaGFycmlzLWFuZC1ndWF0ZW1hbGFuLWxlYWRlci1hciVDMyVBOXZhbG8tZGlzY3Vzcy1pbW1pZ3JhdGlvbi9hci1CQjFrd2NIYT9vY2lkPVVQOTdESFDSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Guatemala,TRUE
Guatemala Authorities Raid Save the Children Charity's Offices After Reported Mistreatment of Migrant Children - Latin Post,Guatemala Authorities Raid Save the Children Charity's Offices After Reported Mistreatment of Migrant Children  Latin Post,29/04/2024,https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5sYXRpbnBvc3QuY29tL2FydGljbGVzLzE2Mjg5MS8yMDI0MDQyOC9ndWF0ZW1hbGEtYXV0aG9yaXRpZXMtcmFpZC1zYXZlLXRoZS1jaGlsZHJlbi1jaGFyaXR5cy1vZmZpY2VzLWFmdGVyLXJlcG9ydGVkLW1pc3RyZWF0bWVudC1vZi1taWdyYW50LWNoaWxkcmVuLmh0bdIBqAFodHRwczovL3d3dy5sYXRpbnBvc3QuY29tL2FtcC9hcnRpY2xlcy8xNjI4OTEvMjAyNDA0MjgvZ3VhdGVtYWxhLWF1dGhvcml0aWVzLXJhaWQtc2F2ZS10aGUtY2hpbGRyZW4tY2hhcml0eXMtb2ZmaWNlcy1hZnRlci1yZXBvcnRlZC1taXN0cmVhdG1lbnQtb2YtbWlncmFudC1jaGlsZHJlbi5odG0?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Latin Post,Guatemala,TRUE
Ireland won't be 'loophole' for other countries' migration issues – Harris - Guernsey Press,Ireland won't be 'loophole' for other countries' migration issues – Harris  Guernsey Press,28/04/2024,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vZ3Vlcm5zZXlwcmVzcy5jb20vbmV3cy91ay1uZXdzLzIwMjQvMDQvMjgvaXJlbGFuZC13b250LWJlLWxvb3Bob2xlLWZvci1vdGhlci1jb3VudHJpZXMtbWlncmF0aW9uLWlzc3Vlcy0taGFycmlzL9IBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Guernsey Press,Guernsey,TRUE
O'Neill seeks 'thought-out' response to cross-border asylum seekers in Ireland - Guernsey Press,O'Neill seeks 'thought-out' response to cross-border asylum seekers in Ireland  Guernsey Press,28/04/2024,https://news.google.com/rss/articles/CBMifmh0dHBzOi8vZ3Vlcm5zZXlwcmVzcy5jb20vbmV3cy91ay1uZXdzLzIwMjQvMDQvMjgvb25laWxsLXNlZWtzLXRob3VnaHQtb3V0LXJlc3BvbnNlLXRvLWNyb3NzLWJvcmRlci1hc3lsdW0tc2Vla2Vycy1pbi1pcmVsYW5kL9IBAA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Guernsey Press,Guernsey,TRUE
Nancy Pelosi: Netanyahu 'couldn't have done things worse' in Gaza conflict - Guernsey Press,Nancy Pelosi: Netanyahu 'couldn't have done things worse' in Gaza conflict  Guernsey Press,28/04/2024,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vZ3Vlcm5zZXlwcmVzcy5jb20vbmV3cy91ay1uZXdzLzIwMjQvMDQvMjgvbmFuY3ktcGVsb3NpLW5ldGFueWFodS1jb3VsZG50LWhhdmUtZG9uZS10aGluZ3Mtd29yc2UtaW4tZ2F6YS1jb25mbGljdC_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Guernsey Press,Guernsey,TRUE
Rwanda policy: UK and Irish ministers to meet as tensions grow over asylum seekers - BBC,Rwanda policy: UK and Irish ministers to meet as tensions grow over asylum seekers  BBC,29/04/2024,https://news.google.com/rss/articles/CBMiJmh0dHBzOi8vd3d3LmJiYy5jby51ay9uZXdzL3VrLTY4OTE4MjUw0gEqaHR0cHM6Ly93d3cuYmJjLmNvLnVrL25ld3MvdWstNjg5MTgyNTAuYW1w?oc=5&hl=en-GB&gl=GB&ceid=GB:en,BBC,Guernsey,TRUE
Broken border – Series of stories tell of asylum seekers stuck in failed immigration system – BG Independent News - bgindependentmedia.org,Broken border – Series of stories tell of asylum seekers stuck in failed immigration system – BG Independent News  bgindependentmedia.org,29/04/2024,https://news.google.com/rss/articles/CBMieWh0dHBzOi8vYmdpbmRlcGVuZGVudG1lZGlhLm9yZy9icm9rZW4tYm9yZGVyLXNlcmllcy1vZi1zdG9yaWVzLXRlbGwtb2YtYXN5bHVtLXNlZWtlcnMtc3R1Y2staW4tZmFpbGVkLWltbWlncmF0aW9uLXN5c3RlbS_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,bgindependentmedia.org,Honduras,TRUE
Harris and Mexican president discuss Northern Triangle migration - AOL,Harris and Mexican president discuss Northern Triangle migration  AOL,29/04/2024,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vd3d3LmFvbC5jb20vaGFycmlzLW1leGljYW4tcHJlc2lkZW50LWRpc2N1c3Mtbm9ydGhlcm4tMTgyNDUxNjUyLmh0bWzSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,AOL,Honduras,TRUE
"21-year-old Honduran migrant arrested, charged with assault - MSN","21-year-old Honduran migrant arrested, charged with assault  MSN",29/04/2024,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1zbi5jb20vZW4tdXMvbmV3cy91cy8yMS15ZWFyLW9sZC1ob25kdXJhbi1taWdyYW50LWFycmVzdGVkLWNoYXJnZWQtd2l0aC1hc3NhdWx0L2FyLUJCMWtvYmxr0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Honduras,TRUE
Vice President Harris and Guatemalan leader Arévalo discuss immigration - MSN,Vice President Harris and Guatemalan leader Arévalo discuss immigration  MSN,28/04/2024,https://news.google.com/rss/articles/CBMiigFodHRwczovL3d3dy5tc24uY29tL2VuLXVzL25ld3Mvd29ybGQvdmljZS1wcmVzaWRlbnQtaGFycmlzLWFuZC1ndWF0ZW1hbGFuLWxlYWRlci1hciVDMyVBOXZhbG8tZGlzY3Vzcy1pbW1pZ3JhdGlvbi9hci1CQjFrd2NIYT9vY2lkPVVQOTdESFDSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Honduras,TRUE
Guatemala Authorities Raid Save the Children Charity's Offices After Reported Mistreatment of Migrant Children - Latin Post,Guatemala Authorities Raid Save the Children Charity's Offices After Reported Mistreatment of Migrant Children  Latin Post,29/04/2024,https://news.google.com/rss/articles/CBMipAFodHRwczovL3d3dy5sYXRpbnBvc3QuY29tL2FydGljbGVzLzE2Mjg5MS8yMDI0MDQyOC9ndWF0ZW1hbGEtYXV0aG9yaXRpZXMtcmFpZC1zYXZlLXRoZS1jaGlsZHJlbi1jaGFyaXR5cy1vZmZpY2VzLWFmdGVyLXJlcG9ydGVkLW1pc3RyZWF0bWVudC1vZi1taWdyYW50LWNoaWxkcmVuLmh0bdIBqAFodHRwczovL3d3dy5sYXRpbnBvc3QuY29tL2FtcC9hcnRpY2xlcy8xNjI4OTEvMjAyNDA0MjgvZ3VhdGVtYWxhLWF1dGhvcml0aWVzLXJhaWQtc2F2ZS10aGUtY2hpbGRyZW4tY2hhcml0eXMtb2ZmaWNlcy1hZnRlci1yZXBvcnRlZC1taXN0cmVhdG1lbnQtb2YtbWlncmFudC1jaGlsZHJlbi5odG0?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Latin Post,Honduras,TRUE
These are the countries where refugees in Florida are coming from - NBC Miami,These are the countries where refugees in Florida are coming from  NBC Miami,28/04/2024,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3Lm5iY21pYW1pLmNvbS9uZXdzL2xvY2FsL3RoZXNlLWFyZS10aGUtY291bnRyaWVzLXdoZXJlLXJlZnVnZWVzLWluLWZsb3JpZGEtYXJlLWNvbWluZy1mcm9tLzMyODYzMTMv0gF0aHR0cHM6Ly93d3cubmJjbWlhbWkuY29tL25ld3MvbG9jYWwvdGhlc2UtYXJlLXRoZS1jb3VudHJpZXMtd2hlcmUtcmVmdWdlZXMtaW4tZmxvcmlkYS1hcmUtY29taW5nLWZyb20vMzI4NjMxMy8_YW1wPTE?oc=5&hl=en-GB&gl=GB&ceid=GB:en,NBC Miami,Haiti,TRUE
"Franklin Dalembert, who fostered dignity and respect for Haitian immigrants, dies at 65 - The Boston Globe","Franklin Dalembert, who fostered dignity and respect for Haitian immigrants, dies at 65  The Boston Globe",28/04/2024,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LmJvc3Rvbmdsb2JlLmNvbS8yMDI0LzA0LzI4L21ldHJvL2ZyYW5rbGluLWRhbGVtYmVydC1oYWl0aWFuLWltbWlncmFudHMtYWR2b2NhdGUv0gEA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Boston Globe,Haiti,TRUE
Thousands of immigrants form caravan in Mexico headed to US border - MSN,Thousands of immigrants form caravan in Mexico headed to US border  MSN,29/04/2024,https://news.google.com/rss/articles/CBMi8AFodHRwOi8vd3d3Lm1zbi5jb20vZW4tdXMvbmV3cy93b3JsZC90aG91c2FuZHMtb2YtaW1taWdyYW50cy1mb3JtLWNhcmF2YW4taW4tbWV4aWNvLWhlYWRlZC10by11cy1ib3JkZXIvYXItQUExam1iU2w_b2NpZD1GVzc5ODA1JmFwaXZlcnNpb249djImbm9zZXJ2ZXJjYWNoZT0xJmRvbXNoaW09MSZyZW5kZXJ3ZWJjb21wb25lbnRzPTEmd2NzZW89MSZiYXRjaHNlcnZlcnRlbGVtZXRyeT0xJm5vc2VydmVydGVsZW1ldHJ5PTHSAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,MSN,Haiti,TRUE
EU Refugee And Asylum Pact: Balancing Security And Human Rights In Europe - The Organization for World Peace,EU Refugee And Asylum Pact: Balancing Security And Human Rights In Europe  The Organization for World Peace,28/04/2024,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vdGhlb3dwLm9yZy9yZXBvcnRzL2V1LXJlZnVnZWUtYW5kLWFzeWx1bS1wYWN0LWJhbGFuY2luZy1zZWN1cml0eS1hbmQtaHVtYW4tcmlnaHRzLWluLWV1cm9wZS_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Organization for World Peace,Hungary,TRUE
"Elon Musk on ‘Great Replacement Theory’ says THIS, not immigration to blame for Europe's ‘falling white population’ | Mint - Mint","Elon Musk on ‘Great Replacement Theory’ says THIS, not immigration to blame for Europe's ‘falling white population’ | Mint  Mint",28/04/2024,https://news.google.com/rss/articles/CBMiqgFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy90cmVuZHMvZWxvbi1tdXNrLW9uLWdyZWF0LXJlcGxhY2VtZW50LXRoZW9yeS1sb3ctYmlydGgtcmF0ZS1ub3QtaW1taWdyYXRpb24tdG8tYmxhbWUtZm9yLWV1cm9wZS1mYWxsaW5nLXdoaXRlLXBvcHVsYXRpb24tMTE3MTQyODAwODU5ODIuaHRtbNIBrgFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy90cmVuZHMvZWxvbi1tdXNrLW9uLWdyZWF0LXJlcGxhY2VtZW50LXRoZW9yeS1sb3ctYmlydGgtcmF0ZS1ub3QtaW1taWdyYXRpb24tdG8tYmxhbWUtZm9yLWV1cm9wZS1mYWxsaW5nLXdoaXRlLXBvcHVsYXRpb24vYW1wLTExNzE0MjgwMDg1OTgyLmh0bWw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,Mint,Hungary,TRUE
"Kashmir on Alert: Continuous Rains Spark Landslides, Traffic Disruption, Flood Alarm | Weather.com - The Weather Channel","Kashmir on Alert: Continuous Rains Spark Landslides, Traffic Disruption, Flood Alarm | Weather.com  The Weather Channel",29/04/2024,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd2VhdGhlci5jb20vZW4tSU4vaW5kaWEvbmV3cy9uZXdzLzIwMjQtMDQtMjkta2FzaG1pci1vbi1hbGVydC1hcy1jb250aW51b3VzLXJhaW5zLXNwYXJrLWxhbmRzbGlkZXMtZmxvb2QtYWxhcm3SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Weather Channel,India,TRUE
Punjab's 'Donkey Flights' to the world's conflict zones - EastMojo,Punjab's 'Donkey Flights' to the world's conflict zones  EastMojo,29/04/2024,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LmVhc3Rtb2pvLmNvbS9mZWF0dXJlcy8yMDI0LzA0LzI5L3B1bmphYnMtZG9ua2V5LWZsaWdodHMtdG8tdGhlLXdvcmxkcy1jb25mbGljdC16b25lcy_SAQA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,EastMojo,India,TRUE
'Ireland mulls returning asylum seekers to UK' - The Times of India,'Ireland mulls returning asylum seekers to UK'  The Times of India,28/04/2024,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL3dvcmxkL3VrL2lyZWxhbmQtbXVsbHMtcmV0dXJuaW5nLWFzeWx1bS1zZWVrZXJzLXRvLXVrL2FydGljbGVzaG93LzEwOTY3MjA0MC5jbXPSAXdodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS93b3JsZC91ay9pcmVsYW5kLW11bGxzLXJldHVybmluZy1hc3lsdW0tc2Vla2Vycy10by11ay9hbXBfYXJ0aWNsZXNob3cvMTA5NjcyMDQwLmNtcw?oc=5&hl=en-GB&gl=GB&ceid=GB:en,The Times of India,India,TRUE
‘Clash of Civilizations’ theory being put to test today. See Iran-Israel conflict - ThePrint,‘Clash of Civilizations’ theory being put to test today. See Iran-Israel conflict  ThePrint,29/04/2024,https://news.google.com/rss/articles/CBMic2h0dHBzOi8vdGhlcHJpbnQuaW4vb3Bpbmlvbi9jbGFzaC1vZi1jaXZpbGl6YXRpb25zLXRoZW9yeS1iZWluZy1wdXQtdG8tdGVzdC10b2RheS1zZWUtaXJhbi1pc3JhZWwtY29uZmxpY3QvMjA2MDc5Mi_SAXdodHRwczovL3RoZXByaW50LmluL29waW5pb24vY2xhc2gtb2YtY2l2aWxpemF0aW9ucy10aGVvcnktYmVpbmctcHV0LXRvLXRlc3QtdG9kYXktc2VlLWlyYW4taXNyYWVsLWNvbmZsaWN0LzIwNjA3OTIvP2FtcA?oc=5&hl=en-GB&gl=GB&ceid=GB:en,ThePrint,India,TRUE
